#      t_n         x1_n         x2_n        y1_n       y2_n        vx1_n       vx2_n        vy1_n       vy2_n       
       26.215       131.075       -209.719      -3062.51        -3062.51        5         -8        -235.935          -235.935        
       26.22       131.1       -209.759      -3063.69        -3063.69        5         -8        -235.98          -235.98        
       26.225       131.125       -209.799      -3064.87        -3064.87        5         -8        -236.025          -236.025        
       26.23       131.15       -209.839      -3066.05        -3066.05        5         -8        -236.07          -236.07        
       26.235       131.175       -209.879      -3067.23        -3067.23        5         -8        -236.115          -236.115        
       26.24       131.2       -209.919      -3068.41        -3068.41        5         -8        -236.16          -236.16        
       26.245       131.225       -209.959      -3069.59        -3069.59        5         -8        -236.205          -236.205        
       26.25       131.25       -209.999      -3070.77        -3070.77        5         -8        -236.25          -236.25        
       26.255       131.275       -210.039      -3071.95        -3071.95        5         -8        -236.295          -236.295        
       26.26       131.3       -210.079      -3073.13        -3073.13        5         -8        -236.34          -236.34        
       26.265       131.325       -210.119      -3074.31        -3074.31        5         -8        -236.385          -236.385        
       26.27       131.35       -210.159      -3075.5        -3075.5        5         -8        -236.43          -236.43        
       26.275       131.375       -210.199      -3076.68        -3076.68        5         -8        -236.475          -236.475        
       26.28       131.4       -210.239      -3077.86        -3077.86        5         -8        -236.52          -236.52        
       26.285       131.425       -210.279      -3079.04        -3079.04        5         -8        -236.565          -236.565        
       26.29       131.45       -210.319      -3080.23        -3080.23        5         -8        -236.61          -236.61        
       26.295       131.475       -210.359      -3081.41        -3081.41        5         -8        -236.655          -236.655        
       26.3       131.5       -210.399      -3082.59        -3082.59        5         -8        -236.7          -236.7        
       26.305       131.525       -210.439      -3083.78        -3083.78        5         -8        -236.745          -236.745        
       26.31       131.55       -210.479      -3084.96        -3084.96        5         -8        -236.79          -236.79        
       26.315       131.575       -210.519      -3086.14        -3086.14        5         -8        -236.835          -236.835        
       26.32       131.6       -210.559      -3087.33        -3087.33        5         -8        -236.88          -236.88        
       26.325       131.625       -210.599      -3088.51        -3088.51        5         -8        -236.925          -236.925        
       26.33       131.65       -210.639      -3089.7        -3089.7        5         -8        -236.97          -236.97        
       26.335       131.675       -210.679      -3090.88        -3090.88        5         -8        -237.015          -237.015        
       26.34       131.7       -210.719      -3092.07        -3092.07        5         -8        -237.06          -237.06        
       26.345       131.725       -210.759      -3093.25        -3093.25        5         -8        -237.105          -237.105        
       26.35       131.75       -210.799      -3094.44        -3094.44        5         -8        -237.15          -237.15        
       26.355       131.775       -210.839      -3095.63        -3095.63        5         -8        -237.195          -237.195        
       26.36       131.8       -210.879      -3096.81        -3096.81        5         -8        -237.24          -237.24        
       26.365       131.825       -210.919      -3098        -3098        5         -8        -237.285          -237.285        
       26.37       131.85       -210.959      -3099.18        -3099.18        5         -8        -237.33          -237.33        
       26.375       131.875       -210.999      -3100.37        -3100.37        5         -8        -237.375          -237.375        
       26.38       131.9       -211.039      -3101.56        -3101.56        5         -8        -237.42          -237.42        
       26.385       131.925       -211.079      -3102.75        -3102.75        5         -8        -237.465          -237.465        
       26.39       131.95       -211.119      -3103.93        -3103.93        5         -8        -237.51          -237.51        
       26.395       131.975       -211.159      -3105.12        -3105.12        5         -8        -237.555          -237.555        
       26.4       132       -211.199      -3106.31        -3106.31        5         -8        -237.6          -237.6        
       26.405       132.025       -211.239      -3107.5        -3107.5        5         -8        -237.645          -237.645        
       26.41       132.05       -211.279      -3108.68        -3108.68        5         -8        -237.69          -237.69        
       26.415       132.075       -211.319      -3109.87        -3109.87        5         -8        -237.735          -237.735        
       26.42       132.1       -211.359      -3111.06        -3111.06        5         -8        -237.78          -237.78        
       26.425       132.125       -211.399      -3112.25        -3112.25        5         -8        -237.825          -237.825        
       26.43       132.15       -211.439      -3113.44        -3113.44        5         -8        -237.87          -237.87        
       26.435       132.175       -211.479      -3114.63        -3114.63        5         -8        -237.915          -237.915        
       26.44       132.2       -211.519      -3115.82        -3115.82        5         -8        -237.96          -237.96        
       26.445       132.225       -211.559      -3117.01        -3117.01        5         -8        -238.005          -238.005        
       26.45       132.25       -211.599      -3118.2        -3118.2        5         -8        -238.05          -238.05        
       26.455       132.275       -211.639      -3119.39        -3119.39        5         -8        -238.095          -238.095        
       26.46       132.3       -211.679      -3120.58        -3120.58        5         -8        -238.14          -238.14        
       26.465       132.325       -211.719      -3121.77        -3121.77        5         -8        -238.185          -238.185        
       26.47       132.35       -211.759      -3122.96        -3122.96        5         -8        -238.23          -238.23        
       26.475       132.375       -211.799      -3124.15        -3124.15        5         -8        -238.275          -238.275        
       26.48       132.4       -211.839      -3125.34        -3125.34        5         -8        -238.32          -238.32        
       26.485       132.425       -211.879      -3126.54        -3126.54        5         -8        -238.365          -238.365        
       26.49       132.45       -211.919      -3127.73        -3127.73        5         -8        -238.41          -238.41        
       26.495       132.475       -211.959      -3128.92        -3128.92        5         -8        -238.455          -238.455        
       26.5       132.5       -211.999      -3130.11        -3130.11        5         -8        -238.5          -238.5        
       26.505       132.525       -212.039      -3131.31        -3131.31        5         -8        -238.545          -238.545        
       26.51       132.55       -212.079      -3132.5        -3132.5        5         -8        -238.59          -238.59        
       26.515       132.575       -212.119      -3133.69        -3133.69        5         -8        -238.635          -238.635        
       26.52       132.6       -212.159      -3134.88        -3134.88        5         -8        -238.68          -238.68        
       26.525       132.625       -212.199      -3136.08        -3136.08        5         -8        -238.725          -238.725        
       26.53       132.65       -212.239      -3137.27        -3137.27        5         -8        -238.77          -238.77        
       26.535       132.675       -212.279      -3138.47        -3138.47        5         -8        -238.815          -238.815        
       26.54       132.7       -212.319      -3139.66        -3139.66        5         -8        -238.86          -238.86        
       26.545       132.725       -212.359      -3140.85        -3140.85        5         -8        -238.905          -238.905        
       26.55       132.75       -212.399      -3142.05        -3142.05        5         -8        -238.95          -238.95        
       26.555       132.775       -212.439      -3143.24        -3143.24        5         -8        -238.995          -238.995        
       26.56       132.8       -212.479      -3144.44        -3144.44        5         -8        -239.04          -239.04        
       26.565       132.825       -212.519      -3145.63        -3145.63        5         -8        -239.085          -239.085        
       26.57       132.85       -212.559      -3146.83        -3146.83        5         -8        -239.13          -239.13        
       26.575       132.875       -212.599      -3148.03        -3148.03        5         -8        -239.175          -239.175        
       26.58       132.9       -212.639      -3149.22        -3149.22        5         -8        -239.22          -239.22        
       26.585       132.925       -212.679      -3150.42        -3150.42        5         -8        -239.265          -239.265        
       26.59       132.95       -212.719      -3151.61        -3151.61        5         -8        -239.31          -239.31        
       26.595       132.975       -212.759      -3152.81        -3152.81        5         -8        -239.355          -239.355        
       26.6       133       -212.799      -3154.01        -3154.01        5         -8        -239.4          -239.4        
       26.605       133.025       -212.839      -3155.21        -3155.21        5         -8        -239.445          -239.445        
       26.61       133.05       -212.879      -3156.4        -3156.4        5         -8        -239.49          -239.49        
       26.615       133.075       -212.919      -3157.6        -3157.6        5         -8        -239.535          -239.535        
       26.62       133.1       -212.959      -3158.8        -3158.8        5         -8        -239.58          -239.58        
       26.625       133.125       -212.999      -3160        -3160        5         -8        -239.625          -239.625        
       26.63       133.15       -213.039      -3161.19        -3161.19        5         -8        -239.67          -239.67        
       26.635       133.175       -213.079      -3162.39        -3162.39        5         -8        -239.715          -239.715        
       26.64       133.2       -213.119      -3163.59        -3163.59        5         -8        -239.76          -239.76        
       26.645       133.225       -213.159      -3164.79        -3164.79        5         -8        -239.805          -239.805        
       26.65       133.25       -213.199      -3165.99        -3165.99        5         -8        -239.85          -239.85        
       26.655       133.275       -213.239      -3167.19        -3167.19        5         -8        -239.895          -239.895        
       26.66       133.3       -213.279      -3168.39        -3168.39        5         -8        -239.94          -239.94        
       26.665       133.325       -213.319      -3169.59        -3169.59        5         -8        -239.985          -239.985        
       26.67       133.35       -213.359      -3170.79        -3170.79        5         -8        -240.03          -240.03        
       26.675       133.375       -213.399      -3171.99        -3171.99        5         -8        -240.075          -240.075        
       26.68       133.4       -213.439      -3173.19        -3173.19        5         -8        -240.12          -240.12        
       26.685       133.425       -213.479      -3174.39        -3174.39        5         -8        -240.165          -240.165        
       26.69       133.45       -213.519      -3175.59        -3175.59        5         -8        -240.21          -240.21        
       26.695       133.475       -213.559      -3176.79        -3176.79        5         -8        -240.255          -240.255        
       26.7       133.5       -213.599      -3177.99        -3177.99        5         -8        -240.3          -240.3        
       26.705       133.525       -213.639      -3179.19        -3179.19        5         -8        -240.345          -240.345        
       26.71       133.55       -213.679      -3180.4        -3180.4        5         -8        -240.39          -240.39        
       26.715       133.575       -213.719      -3181.6        -3181.6        5         -8        -240.435          -240.435        
       26.72       133.6       -213.759      -3182.8        -3182.8        5         -8        -240.48          -240.48        
       26.725       133.625       -213.799      -3184        -3184        5         -8        -240.525          -240.525        
       26.73       133.65       -213.839      -3185.21        -3185.21        5         -8        -240.57          -240.57        
       26.735       133.675       -213.879      -3186.41        -3186.41        5         -8        -240.615          -240.615        
       26.74       133.7       -213.919      -3187.61        -3187.61        5         -8        -240.66          -240.66        
       26.745       133.725       -213.959      -3188.82        -3188.82        5         -8        -240.705          -240.705        
       26.75       133.75       -213.999      -3190.02        -3190.02        5         -8        -240.75          -240.75        
       26.755       133.775       -214.039      -3191.22        -3191.22        5         -8        -240.795          -240.795        
       26.76       133.8       -214.079      -3192.43        -3192.43        5         -8        -240.84          -240.84        
       26.765       133.825       -214.119      -3193.63        -3193.63        5         -8        -240.885          -240.885        
       26.77       133.85       -214.159      -3194.84        -3194.84        5         -8        -240.93          -240.93        
       26.775       133.875       -214.199      -3196.04        -3196.04        5         -8        -240.975          -240.975        
       26.78       133.9       -214.239      -3197.25        -3197.25        5         -8        -241.02          -241.02        
       26.785       133.925       -214.279      -3198.45        -3198.45        5         -8        -241.065          -241.065        
       26.79       133.95       -214.319      -3199.66        -3199.66        5         -8        -241.11          -241.11        
       26.795       133.975       -214.359      -3200.86        -3200.86        5         -8        -241.155          -241.155        
       26.8       134       -214.399      -3202.07        -3202.07        5         -8        -241.2          -241.2        
       26.805       134.025       -214.439      -3203.27        -3203.27        5         -8        -241.245          -241.245        
       26.81       134.05       -214.479      -3204.48        -3204.48        5         -8        -241.29          -241.29        
       26.815       134.075       -214.519      -3205.69        -3205.69        5         -8        -241.335          -241.335        
       26.82       134.1       -214.559      -3206.89        -3206.89        5         -8        -241.38          -241.38        
       26.825       134.125       -214.599      -3208.1        -3208.1        5         -8        -241.425          -241.425        
       26.83       134.15       -214.639      -3209.31        -3209.31        5         -8        -241.47          -241.47        
       26.835       134.175       -214.679      -3210.52        -3210.52        5         -8        -241.515          -241.515        
       26.84       134.2       -214.719      -3211.72        -3211.72        5         -8        -241.56          -241.56        
       26.845       134.225       -214.759      -3212.93        -3212.93        5         -8        -241.605          -241.605        
       26.85       134.25       -214.799      -3214.14        -3214.14        5         -8        -241.65          -241.65        
       26.855       134.275       -214.839      -3215.35        -3215.35        5         -8        -241.695          -241.695        
       26.86       134.3       -214.879      -3216.56        -3216.56        5         -8        -241.74          -241.74        
       26.865       134.325       -214.919      -3217.76        -3217.76        5         -8        -241.785          -241.785        
       26.87       134.35       -214.959      -3218.97        -3218.97        5         -8        -241.83          -241.83        
       26.875       134.375       -214.999      -3220.18        -3220.18        5         -8        -241.875          -241.875        
       26.88       134.4       -215.039      -3221.39        -3221.39        5         -8        -241.92          -241.92        
       26.885       134.425       -215.079      -3222.6        -3222.6        5         -8        -241.965          -241.965        
       26.89       134.45       -215.119      -3223.81        -3223.81        5         -8        -242.01          -242.01        
       26.895       134.475       -215.159      -3225.02        -3225.02        5         -8        -242.055          -242.055        
       26.9       134.5       -215.199      -3226.23        -3226.23        5         -8        -242.1          -242.1        
       26.905       134.525       -215.239      -3227.44        -3227.44        5         -8        -242.145          -242.145        
       26.91       134.55       -215.279      -3228.65        -3228.65        5         -8        -242.19          -242.19        
       26.915       134.575       -215.319      -3229.87        -3229.87        5         -8        -242.235          -242.235        
       26.92       134.6       -215.359      -3231.08        -3231.08        5         -8        -242.28          -242.28        
       26.925       134.625       -215.399      -3232.29        -3232.29        5         -8        -242.325          -242.325        
       26.93       134.65       -215.439      -3233.5        -3233.5        5         -8        -242.37          -242.37        
       26.935       134.675       -215.479      -3234.71        -3234.71        5         -8        -242.415          -242.415        
       26.94       134.7       -215.519      -3235.92        -3235.92        5         -8        -242.46          -242.46        
       26.945       134.725       -215.559      -3237.14        -3237.14        5         -8        -242.505          -242.505        
       26.95       134.75       -215.599      -3238.35        -3238.35        5         -8        -242.55          -242.55        
       26.955       134.775       -215.639      -3239.56        -3239.56        5         -8        -242.595          -242.595        
       26.96       134.8       -215.679      -3240.78        -3240.78        5         -8        -242.64          -242.64        
       26.965       134.825       -215.719      -3241.99        -3241.99        5         -8        -242.685          -242.685        
       26.97       134.85       -215.759      -3243.2        -3243.2        5         -8        -242.73          -242.73        
       26.975       134.875       -215.799      -3244.42        -3244.42        5         -8        -242.775          -242.775        
       26.98       134.9       -215.839      -3245.63        -3245.63        5         -8        -242.82          -242.82        
       26.985       134.925       -215.879      -3246.84        -3246.84        5         -8        -242.865          -242.865        
       26.99       134.95       -215.919      -3248.06        -3248.06        5         -8        -242.91          -242.91        
       26.995       134.975       -215.959      -3249.27        -3249.27        5         -8        -242.955          -242.955        
       27       135       -215.999      -3250.49        -3250.49        5         -8        -243          -243        
       27.005       135.025       -216.039      -3251.7        -3251.7        5         -8        -243.045          -243.045        
       27.01       135.05       -216.079      -3252.92        -3252.92        5         -8        -243.09          -243.09        
       27.015       135.075       -216.119      -3254.13        -3254.13        5         -8        -243.135          -243.135        
       27.02       135.1       -216.159      -3255.35        -3255.35        5         -8        -243.18          -243.18        
       27.025       135.125       -216.199      -3256.57        -3256.57        5         -8        -243.225          -243.225        
       27.03       135.15       -216.239      -3257.78        -3257.78        5         -8        -243.27          -243.27        
       27.035       135.175       -216.279      -3259        -3259        5         -8        -243.315          -243.315        
       27.04       135.2       -216.319      -3260.22        -3260.22        5         -8        -243.36          -243.36        
       27.045       135.225       -216.359      -3261.43        -3261.43        5         -8        -243.405          -243.405        
       27.05       135.25       -216.399      -3262.65        -3262.65        5         -8        -243.45          -243.45        
       27.055       135.275       -216.439      -3263.87        -3263.87        5         -8        -243.495          -243.495        
       27.06       135.3       -216.479      -3265.08        -3265.08        5         -8        -243.54          -243.54        
       27.065       135.325       -216.519      -3266.3        -3266.3        5         -8        -243.585          -243.585        
       27.07       135.35       -216.559      -3267.52        -3267.52        5         -8        -243.63          -243.63        
       27.075       135.375       -216.599      -3268.74        -3268.74        5         -8        -243.675          -243.675        
       27.08       135.4       -216.639      -3269.96        -3269.96        5         -8        -243.72          -243.72        
       27.085       135.425       -216.679      -3271.18        -3271.18        5         -8        -243.765          -243.765        
       27.09       135.45       -216.719      -3272.39        -3272.39        5         -8        -243.81          -243.81        
       27.095       135.475       -216.759      -3273.61        -3273.61        5         -8        -243.855          -243.855        
       27.1       135.5       -216.799      -3274.83        -3274.83        5         -8        -243.9          -243.9        
       27.105       135.525       -216.839      -3276.05        -3276.05        5         -8        -243.945          -243.945        
       27.11       135.55       -216.879      -3277.27        -3277.27        5         -8        -243.99          -243.99        
       27.115       135.575       -216.919      -3278.49        -3278.49        5         -8        -244.035          -244.035        
       27.12       135.6       -216.959      -3279.71        -3279.71        5         -8        -244.08          -244.08        
       27.125       135.625       -216.999      -3280.93        -3280.93        5         -8        -244.125          -244.125        
       27.13       135.65       -217.039      -3282.15        -3282.15        5         -8        -244.17          -244.17        
       27.135       135.675       -217.079      -3283.37        -3283.37        5         -8        -244.215          -244.215        
       27.14       135.7       -217.119      -3284.6        -3284.6        5         -8        -244.26          -244.26        
       27.145       135.725       -217.159      -3285.82        -3285.82        5         -8        -244.305          -244.305        
       27.15       135.75       -217.199      -3287.04        -3287.04        5         -8        -244.35          -244.35        
       27.155       135.775       -217.239      -3288.26        -3288.26        5         -8        -244.395          -244.395        
       27.16       135.8       -217.279      -3289.48        -3289.48        5         -8        -244.44          -244.44        
       27.165       135.825       -217.319      -3290.71        -3290.71        5         -8        -244.485          -244.485        
       27.17       135.85       -217.359      -3291.93        -3291.93        5         -8        -244.53          -244.53        
       27.175       135.875       -217.399      -3293.15        -3293.15        5         -8        -244.575          -244.575        
       27.18       135.9       -217.439      -3294.37        -3294.37        5         -8        -244.62          -244.62        
       27.185       135.925       -217.479      -3295.6        -3295.6        5         -8        -244.665          -244.665        
       27.19       135.95       -217.519      -3296.82        -3296.82        5         -8        -244.71          -244.71        
       27.195       135.975       -217.559      -3298.04        -3298.04        5         -8        -244.755          -244.755        
       27.2       136       -217.599      -3299.27        -3299.27        5         -8        -244.8          -244.8        
       27.205       136.025       -217.639      -3300.49        -3300.49        5         -8        -244.845          -244.845        
       27.21       136.05       -217.679      -3301.72        -3301.72        5         -8        -244.89          -244.89        
       27.215       136.075       -217.719      -3302.94        -3302.94        5         -8        -244.935          -244.935        
       27.22       136.1       -217.759      -3304.17        -3304.17        5         -8        -244.98          -244.98        
       27.225       136.125       -217.799      -3305.39        -3305.39        5         -8        -245.025          -245.025        
       27.23       136.15       -217.839      -3306.62        -3306.62        5         -8        -245.07          -245.07        
       27.235       136.175       -217.879      -3307.84        -3307.84        5         -8        -245.115          -245.115        
       27.24       136.2       -217.919      -3309.07        -3309.07        5         -8        -245.16          -245.16        
       27.245       136.225       -217.959      -3310.29        -3310.29        5         -8        -245.205          -245.205        
       27.25       136.25       -217.999      -3311.52        -3311.52        5         -8        -245.25          -245.25        
       27.255       136.275       -218.039      -3312.75        -3312.75        5         -8        -245.295          -245.295        
       27.26       136.3       -218.079      -3313.97        -3313.97        5         -8        -245.34          -245.34        
       27.265       136.325       -218.119      -3315.2        -3315.2        5         -8        -245.385          -245.385        
       27.27       136.35       -218.159      -3316.43        -3316.43        5         -8        -245.43          -245.43        
       27.275       136.375       -218.199      -3317.65        -3317.65        5         -8        -245.475          -245.475        
       27.28       136.4       -218.239      -3318.88        -3318.88        5         -8        -245.52          -245.52        
       27.285       136.425       -218.279      -3320.11        -3320.11        5         -8        -245.565          -245.565        
       27.29       136.45       -218.319      -3321.34        -3321.34        5         -8        -245.61          -245.61        
       27.295       136.475       -218.359      -3322.56        -3322.56        5         -8        -245.655          -245.655        
       27.3       136.5       -218.399      -3323.79        -3323.79        5         -8        -245.7          -245.7        
       27.305       136.525       -218.439      -3325.02        -3325.02        5         -8        -245.745          -245.745        
       27.31       136.55       -218.479      -3326.25        -3326.25        5         -8        -245.79          -245.79        
       27.315       136.575       -218.519      -3327.48        -3327.48        5         -8        -245.835          -245.835        
       27.32       136.6       -218.559      -3328.71        -3328.71        5         -8        -245.88          -245.88        
       27.325       136.625       -218.599      -3329.94        -3329.94        5         -8        -245.925          -245.925        
       27.33       136.65       -218.639      -3331.17        -3331.17        5         -8        -245.97          -245.97        
       27.335       136.675       -218.679      -3332.4        -3332.4        5         -8        -246.015          -246.015        
       27.34       136.7       -218.719      -3333.63        -3333.63        5         -8        -246.06          -246.06        
       27.345       136.725       -218.759      -3334.86        -3334.86        5         -8        -246.105          -246.105        
       27.35       136.75       -218.799      -3336.09        -3336.09        5         -8        -246.15          -246.15        
       27.355       136.775       -218.839      -3337.32        -3337.32        5         -8        -246.195          -246.195        
       27.36       136.8       -218.879      -3338.55        -3338.55        5         -8        -246.24          -246.24        
       27.365       136.825       -218.919      -3339.78        -3339.78        5         -8        -246.285          -246.285        
       27.37       136.85       -218.959      -3341.01        -3341.01        5         -8        -246.33          -246.33        
       27.375       136.875       -218.999      -3342.25        -3342.25        5         -8        -246.375          -246.375        
       27.38       136.9       -219.039      -3343.48        -3343.48        5         -8        -246.42          -246.42        
       27.385       136.925       -219.079      -3344.71        -3344.71        5         -8        -246.465          -246.465        
       27.39       136.95       -219.119      -3345.94        -3345.94        5         -8        -246.51          -246.51        
       27.395       136.975       -219.159      -3347.17        -3347.17        5         -8        -246.555          -246.555        
       27.4       137       -219.199      -3348.41        -3348.41        5         -8        -246.6          -246.6        
       27.405       137.025       -219.239      -3349.64        -3349.64        5         -8        -246.645          -246.645        
       27.41       137.05       -219.279      -3350.87        -3350.87        5         -8        -246.69          -246.69        
       27.415       137.075       -219.319      -3352.11        -3352.11        5         -8        -246.735          -246.735        
       27.42       137.1       -219.359      -3353.34        -3353.34        5         -8        -246.78          -246.78        
       27.425       137.125       -219.399      -3354.58        -3354.58        5         -8        -246.825          -246.825        
       27.43       137.15       -219.439      -3355.81        -3355.81        5         -8        -246.87          -246.87        
       27.435       137.175       -219.479      -3357.04        -3357.04        5         -8        -246.915          -246.915        
       27.44       137.2       -219.519      -3358.28        -3358.28        5         -8        -246.96          -246.96        
       27.445       137.225       -219.559      -3359.51        -3359.51        5         -8        -247.005          -247.005        
       27.45       137.25       -219.599      -3360.75        -3360.75        5         -8        -247.05          -247.05        
       27.455       137.275       -219.639      -3361.98        -3361.98        5         -8        -247.095          -247.095        
       27.46       137.3       -219.679      -3363.22        -3363.22        5         -8        -247.14          -247.14        
       27.465       137.325       -219.719      -3364.46        -3364.46        5         -8        -247.185          -247.185        
       27.47       137.35       -219.759      -3365.69        -3365.69        5         -8        -247.23          -247.23        
       27.475       137.375       -219.799      -3366.93        -3366.93        5         -8        -247.275          -247.275        
       27.48       137.4       -219.839      -3368.16        -3368.16        5         -8        -247.32          -247.32        
       27.485       137.425       -219.879      -3369.4        -3369.4        5         -8        -247.365          -247.365        
       27.49       137.45       -219.919      -3370.64        -3370.64        5         -8        -247.41          -247.41        
       27.495       137.475       -219.959      -3371.88        -3371.88        5         -8        -247.455          -247.455        
       27.5       137.5       -219.999      -3373.11        -3373.11        5         -8        -247.5          -247.5        
       27.505       137.525       -220.039      -3374.35        -3374.35        5         -8        -247.545          -247.545        
       27.51       137.55       -220.079      -3375.59        -3375.59        5         -8        -247.59          -247.59        
       27.515       137.575       -220.119      -3376.83        -3376.83        5         -8        -247.635          -247.635        
       27.52       137.6       -220.159      -3378.06        -3378.06        5         -8        -247.68          -247.68        
       27.525       137.625       -220.199      -3379.3        -3379.3        5         -8        -247.725          -247.725        
       27.53       137.65       -220.239      -3380.54        -3380.54        5         -8        -247.77          -247.77        
       27.535       137.675       -220.279      -3381.78        -3381.78        5         -8        -247.815          -247.815        
       27.54       137.7       -220.319      -3383.02        -3383.02        5         -8        -247.86          -247.86        
       27.545       137.725       -220.359      -3384.26        -3384.26        5         -8        -247.905          -247.905        
       27.55       137.75       -220.399      -3385.5        -3385.5        5         -8        -247.95          -247.95        
       27.555       137.775       -220.439      -3386.74        -3386.74        5         -8        -247.995          -247.995        
       27.56       137.8       -220.479      -3387.98        -3387.98        5         -8        -248.04          -248.04        
       27.565       137.825       -220.519      -3389.22        -3389.22        5         -8        -248.085          -248.085        
       27.57       137.85       -220.559      -3390.46        -3390.46        5         -8        -248.13          -248.13        
       27.575       137.875       -220.599      -3391.7        -3391.7        5         -8        -248.175          -248.175        
       27.58       137.9       -220.639      -3392.94        -3392.94        5         -8        -248.22          -248.22        
       27.585       137.925       -220.679      -3394.18        -3394.18        5         -8        -248.265          -248.265        
       27.59       137.95       -220.719      -3395.42        -3395.42        5         -8        -248.31          -248.31        
       27.595       137.975       -220.759      -3396.67        -3396.67        5         -8        -248.355          -248.355        
       27.6       138       -220.799      -3397.91        -3397.91        5         -8        -248.4          -248.4        
       27.605       138.025       -220.839      -3399.15        -3399.15        5         -8        -248.445          -248.445        
       27.61       138.05       -220.879      -3400.39        -3400.39        5         -8        -248.49          -248.49        
       27.615       138.075       -220.919      -3401.63        -3401.63        5         -8        -248.535          -248.535        
       27.62       138.1       -220.959      -3402.88        -3402.88        5         -8        -248.58          -248.58        
       27.625       138.125       -220.999      -3404.12        -3404.12        5         -8        -248.625          -248.625        
       27.63       138.15       -221.039      -3405.36        -3405.36        5         -8        -248.67          -248.67        
       27.635       138.175       -221.079      -3406.61        -3406.61        5         -8        -248.715          -248.715        
       27.64       138.2       -221.119      -3407.85        -3407.85        5         -8        -248.76          -248.76        
       27.645       138.225       -221.159      -3409.09        -3409.09        5         -8        -248.805          -248.805        
       27.65       138.25       -221.199      -3410.34        -3410.34        5         -8        -248.85          -248.85        
       27.655       138.275       -221.239      -3411.58        -3411.58        5         -8        -248.895          -248.895        
       27.66       138.3       -221.279      -3412.83        -3412.83        5         -8        -248.94          -248.94        
       27.665       138.325       -221.319      -3414.07        -3414.07        5         -8        -248.985          -248.985        
       27.67       138.35       -221.359      -3415.32        -3415.32        5         -8        -249.03          -249.03        
       27.675       138.375       -221.399      -3416.56        -3416.56        5         -8        -249.075          -249.075        
       27.68       138.4       -221.439      -3417.81        -3417.81        5         -8        -249.12          -249.12        
       27.685       138.425       -221.479      -3419.05        -3419.05        5         -8        -249.165          -249.165        
       27.69       138.45       -221.519      -3420.3        -3420.3        5         -8        -249.21          -249.21        
       27.695       138.475       -221.559      -3421.55        -3421.55        5         -8        -249.255          -249.255        
       27.7       138.5       -221.599      -3422.79        -3422.79        5         -8        -249.3          -249.3        
       27.705       138.525       -221.639      -3424.04        -3424.04        5         -8        -249.345          -249.345        
       27.71       138.55       -221.679      -3425.29        -3425.29        5         -8        -249.39          -249.39        
       27.715       138.575       -221.719      -3426.53        -3426.53        5         -8        -249.435          -249.435        
       27.72       138.6       -221.759      -3427.78        -3427.78        5         -8        -249.48          -249.48        
       27.725       138.625       -221.799      -3429.03        -3429.03        5         -8        -249.525          -249.525        
       27.73       138.65       -221.839      -3430.28        -3430.28        5         -8        -249.57          -249.57        
       27.735       138.675       -221.879      -3431.52        -3431.52        5         -8        -249.615          -249.615        
       27.74       138.7       -221.919      -3432.77        -3432.77        5         -8        -249.66          -249.66        
       27.745       138.725       -221.959      -3434.02        -3434.02        5         -8        -249.705          -249.705        
       27.75       138.75       -221.999      -3435.27        -3435.27        5         -8        -249.75          -249.75        
       27.755       138.775       -222.039      -3436.52        -3436.52        5         -8        -249.795          -249.795        
       27.76       138.8       -222.079      -3437.77        -3437.77        5         -8        -249.84          -249.84        
       27.765       138.825       -222.119      -3439.02        -3439.02        5         -8        -249.885          -249.885        
       27.77       138.85       -222.159      -3440.27        -3440.27        5         -8        -249.93          -249.93        
       27.775       138.875       -222.199      -3441.52        -3441.52        5         -8        -249.975          -249.975        
       27.78       138.9       -222.239      -3442.77        -3442.77        5         -8        -250.02          -250.02        
       27.785       138.925       -222.279      -3444.02        -3444.02        5         -8        -250.065          -250.065        
       27.79       138.95       -222.319      -3445.27        -3445.27        5         -8        -250.11          -250.11        
       27.795       138.975       -222.359      -3446.52        -3446.52        5         -8        -250.155          -250.155        
       27.8       139       -222.399      -3447.77        -3447.77        5         -8        -250.2          -250.2        
       27.805       139.025       -222.439      -3449.02        -3449.02        5         -8        -250.245          -250.245        
       27.81       139.05       -222.479      -3450.27        -3450.27        5         -8        -250.29          -250.29        
       27.815       139.075       -222.519      -3451.52        -3451.52        5         -8        -250.335          -250.335        
       27.82       139.1       -222.559      -3452.77        -3452.77        5         -8        -250.38          -250.38        
       27.825       139.125       -222.599      -3454.03        -3454.03        5         -8        -250.425          -250.425        
       27.83       139.15       -222.639      -3455.28        -3455.28        5         -8        -250.47          -250.47        
       27.835       139.175       -222.679      -3456.53        -3456.53        5         -8        -250.515          -250.515        
       27.84       139.2       -222.719      -3457.78        -3457.78        5         -8        -250.56          -250.56        
       27.845       139.225       -222.759      -3459.04        -3459.04        5         -8        -250.605          -250.605        
       27.85       139.25       -222.799      -3460.29        -3460.29        5         -8        -250.65          -250.65        
       27.855       139.275       -222.839      -3461.54        -3461.54        5         -8        -250.695          -250.695        
       27.86       139.3       -222.879      -3462.8        -3462.8        5         -8        -250.74          -250.74        
       27.865       139.325       -222.919      -3464.05        -3464.05        5         -8        -250.785          -250.785        
       27.87       139.35       -222.959      -3465.3        -3465.3        5         -8        -250.83          -250.83        
       27.875       139.375       -222.999      -3466.56        -3466.56        5         -8        -250.875          -250.875        
