#      t_n         x1_n         x2_n        y1_n       y2_n        vx1_n       vx2_n        vy1_n       vy2_n       
       1.66       8.2995       -13.2792      17.6005        17.6005        5         -8        -14.94          -14.94        
       1.665       8.3245       -13.3192      17.5257        17.5257        5         -8        -14.985          -14.985        
       1.67       8.3495       -13.3592      17.4507        17.4507        5         -8        -15.03          -15.03        
       1.675       8.3745       -13.3992      17.3754        17.3754        5         -8        -15.075          -15.075        
       1.68       8.3995       -13.4392      17.3        17.3        5         -8        -15.12          -15.12        
       1.685       8.4245       -13.4792      17.2242        17.2242        5         -8        -15.165          -15.165        
       1.69       8.4495       -13.5192      17.1483        17.1483        5         -8        -15.21          -15.21        
       1.695       8.4745       -13.5592      17.0722        17.0722        5         -8        -15.255          -15.255        
       1.7       8.4995       -13.5992      16.9958        16.9958        5         -8        -15.3          -15.3        
       1.705       8.5245       -13.6392      16.9192        16.9192        5         -8        -15.345          -15.345        
       1.71       8.5495       -13.6792      16.8423        16.8423        5         -8        -15.39          -15.39        
       1.715       8.5745       -13.7192      16.7653        16.7653        5         -8        -15.435          -15.435        
       1.72       8.5995       -13.7592      16.688        16.688        5         -8        -15.48          -15.48        
       1.725       8.6245       -13.7992      16.6105        16.6105        5         -8        -15.525          -15.525        
       1.73       8.6495       -13.8392      16.5327        16.5327        5         -8        -15.57          -15.57        
       1.735       8.6745       -13.8792      16.4548        16.4548        5         -8        -15.615          -15.615        
       1.74       8.6995       -13.9192      16.3766        16.3766        5         -8        -15.66          -15.66        
       1.745       8.7245       -13.9592      16.2982        16.2982        5         -8        -15.705          -15.705        
       1.75       8.7495       -13.9992      16.2195        16.2195        5         -8        -15.75          -15.75        
       1.755       8.7745       -14.0392      16.1407        16.1407        5         -8        -15.795          -15.795        
       1.76       8.7995       -14.0792      16.0616        16.0616        5         -8        -15.84          -15.84        
       1.765       8.8245       -14.1192      15.9823        15.9823        5         -8        -15.885          -15.885        
       1.77       8.8495       -14.1592      15.9027        15.9027        5         -8        -15.93          -15.93        
       1.775       8.8745       -14.1992      15.823        15.823        5         -8        -15.975          -15.975        
       1.78       8.8995       -14.2392      15.743        15.743        5         -8        -16.02          -16.02        
       1.785       8.9245       -14.2792      15.6628        15.6628        5         -8        -16.065          -16.065        
