#      t_n         x_n         xteo        err    
       7.725       -19.4902       -19.4902        2.84706e-05
       7.73       -19.4817       -19.4818        2.84547e-05
       7.735       -19.4731       -19.4731        2.84386e-05
       7.74       -19.4642       -19.4642        2.84222e-05
       7.745       -19.4551       -19.4551        2.84055e-05
       7.75       -19.4458       -19.4459        2.83885e-05
       7.755       -19.4363       -19.4364        2.83712e-05
       7.76       -19.4267       -19.4267        2.83537e-05
       7.765       -19.4168       -19.4168        2.83358e-05
       7.77       -19.4067       -19.4067        2.83177e-05
       7.775       -19.3964       -19.3964        2.82993e-05
       7.78       -19.3859       -19.3859        2.82806e-05
       7.785       -19.3752       -19.3752        2.82616e-05
       7.79       -19.3643       -19.3643        2.82424e-05
       7.795       -19.3532       -19.3532        2.82229e-05
       7.8       -19.3419       -19.3419        2.8203e-05
       7.805       -19.3303       -19.3304        2.81829e-05
       7.81       -19.3186       -19.3187        2.81626e-05
       7.815       -19.3067       -19.3067        2.81419e-05
       7.82       -19.2946       -19.2946        2.8121e-05
       7.825       -19.2823       -19.2823        2.80997e-05
       7.83       -19.2697       -19.2698        2.80782e-05
       7.835       -19.257       -19.257        2.80564e-05
       7.84       -19.2441       -19.2441        2.80344e-05
       7.845       -19.231       -19.231        2.8012e-05
       7.85       -19.2176       -19.2176        2.79894e-05
       7.855       -19.2041       -19.2041        2.79665e-05
       7.86       -19.1904       -19.1904        2.79433e-05
       7.865       -19.1764       -19.1764        2.79198e-05
       7.87       -19.1623       -19.1623        2.78961e-05
       7.875       -19.1479       -19.148        2.78721e-05
       7.88       -19.1334       -19.1334        2.78478e-05
       7.885       -19.1187       -19.1187        2.78232e-05
       7.89       -19.1037       -19.1038        2.77983e-05
       7.895       -19.0886       -19.0886        2.77732e-05
       7.9       -19.0733       -19.0733        2.77478e-05
       7.905       -19.0577       -19.0577        2.77221e-05
       7.91       -19.042       -19.042        2.76961e-05
       7.915       -19.026       -19.0261        2.76699e-05
       7.92       -19.0099       -19.0099        2.76433e-05
       7.925       -18.9936       -18.9936        2.76165e-05
       7.93       -18.977       -18.9771        2.75895e-05
       7.935       -18.9603       -18.9603        2.75621e-05
       7.94       -18.9434       -18.9434        2.75345e-05
       7.945       -18.9262       -18.9263        2.75066e-05
       7.95       -18.9089       -18.9089        2.74784e-05
       7.955       -18.8914       -18.8914        2.74499e-05
       7.96       -18.8737       -18.8737        2.74212e-05
       7.965       -18.8557       -18.8558        2.73922e-05
       7.97       -18.8376       -18.8376        2.73629e-05
       7.975       -18.8193       -18.8193        2.73334e-05
       7.98       -18.8008       -18.8008        2.73036e-05
       7.985       -18.7821       -18.7821        2.72735e-05
       7.99       -18.7632       -18.7632        2.72431e-05
       7.995       -18.744       -18.7441        2.72125e-05
       8       -18.7247       -18.7248        2.71816e-05
       8.005       -18.7052       -18.7053        2.71504e-05
       8.01       -18.6855       -18.6856        2.71189e-05
       8.015       -18.6657       -18.6657        2.70872e-05
       8.02       -18.6456       -18.6456        2.70552e-05
       8.025       -18.6253       -18.6253        2.70229e-05
       8.03       -18.6048       -18.6048        2.69904e-05
       8.035       -18.5841       -18.5842        2.69576e-05
       8.04       -18.5633       -18.5633        2.69245e-05
       8.045       -18.5422       -18.5422        2.68912e-05
       8.05       -18.5209       -18.521        2.68575e-05
       8.055       -18.4995       -18.4995        2.68237e-05
       8.06       -18.4778       -18.4779        2.67895e-05
       8.065       -18.456       -18.456        2.67551e-05
       8.07       -18.434       -18.434        2.67204e-05
       8.075       -18.4117       -18.4118        2.66855e-05
       8.08       -18.3893       -18.3893        2.66502e-05
       8.085       -18.3667       -18.3667        2.66147e-05
       8.09       -18.3439       -18.3439        2.6579e-05
       8.095       -18.3209       -18.3209        2.6543e-05
       8.1       -18.2977       -18.2977        2.65067e-05
       8.105       -18.2743       -18.2743        2.64701e-05
       8.11       -18.2507       -18.2508        2.64333e-05
       8.115       -18.227       -18.227        2.63962e-05
       8.12       -18.203       -18.203        2.63589e-05
       8.125       -18.1789       -18.1789        2.63213e-05
       8.13       -18.1545       -18.1545        2.62834e-05
       8.135       -18.13       -18.13        2.62453e-05
       8.14       -18.1053       -18.1053        2.62069e-05
       8.145       -18.0803       -18.0804        2.61682e-05
       8.15       -18.0552       -18.0553        2.61293e-05
       8.155       -18.0299       -18.03        2.60901e-05
       8.16       -18.0045       -18.0045        2.60507e-05
       8.165       -17.9788       -17.9788        2.6011e-05
       8.17       -17.9529       -17.953        2.5971e-05
       8.175       -17.9269       -17.9269        2.59308e-05
       8.18       -17.9007       -17.9007        2.58903e-05
       8.185       -17.8742       -17.8743        2.58496e-05
       8.19       -17.8476       -17.8476        2.58086e-05
       8.195       -17.8208       -17.8208        2.57674e-05
       8.2       -17.7938       -17.7938        2.57258e-05
       8.205       -17.7666       -17.7667        2.56841e-05
       8.21       -17.7393       -17.7393        2.56421e-05
       8.215       -17.7117       -17.7118        2.55998e-05
       8.22       -17.684       -17.684        2.55572e-05
       8.225       -17.6561       -17.6561        2.55144e-05
       8.23       -17.628       -17.628        2.54714e-05
       8.235       -17.5997       -17.5997        2.54281e-05
       8.24       -17.5712       -17.5712        2.53845e-05
       8.245       -17.5425       -17.5426        2.53407e-05
       8.25       -17.5137       -17.5137        2.52967e-05
       8.255       -17.4847       -17.4847        2.52523e-05
       8.26       -17.4555       -17.4555        2.52078e-05
       8.265       -17.4261       -17.4261        2.51629e-05
       8.27       -17.3965       -17.3965        2.51179e-05
       8.275       -17.3667       -17.3667        2.50725e-05
       8.28       -17.3368       -17.3368        2.5027e-05
       8.285       -17.3066       -17.3067        2.49811e-05
       8.29       -17.2763       -17.2763        2.49351e-05
       8.295       -17.2458       -17.2458        2.48887e-05
       8.3       -17.2151       -17.2152        2.48422e-05
       8.305       -17.1843       -17.1843        2.47953e-05
       8.31       -17.1533       -17.1533        2.47483e-05
       8.315       -17.122       -17.1221        2.4701e-05
       8.32       -17.0906       -17.0907        2.46534e-05
       8.325       -17.0591       -17.0591        2.46056e-05
       8.33       -17.0273       -17.0273        2.45575e-05
       8.335       -16.9954       -16.9954        2.45092e-05
       8.34       -16.9632       -16.9633        2.44607e-05
       8.345       -16.9309       -16.931        2.44119e-05
       8.35       -16.8985       -16.8985        2.43628e-05
       8.355       -16.8658       -16.8658        2.43136e-05
       8.36       -16.833       -16.833        2.4264e-05
       8.365       -16.8       -16.8        2.42143e-05
       8.37       -16.7668       -16.7668        2.41643e-05
       8.375       -16.7334       -16.7335        2.4114e-05
       8.38       -16.6999       -16.6999        2.40635e-05
       8.385       -16.6662       -16.6662        2.40128e-05
       8.39       -16.6323       -16.6323        2.39618e-05
       8.395       -16.5982       -16.5982        2.39106e-05
       8.4       -16.564       -16.564        2.38592e-05
       8.405       -16.5296       -16.5296        2.38075e-05
       8.41       -16.495       -16.495        2.37556e-05
       8.415       -16.4602       -16.4602        2.37034e-05
       8.42       -16.4253       -16.4253        2.3651e-05
       8.425       -16.3902       -16.3902        2.35984e-05
       8.43       -16.3549       -16.3549        2.35455e-05
       8.435       -16.3194       -16.3194        2.34924e-05
       8.44       -16.2838       -16.2838        2.3439e-05
       8.445       -16.248       -16.248        2.33855e-05
       8.45       -16.212       -16.212        2.33317e-05
       8.455       -16.1759       -16.1759        2.32776e-05
       8.46       -16.1395       -16.1396        2.32233e-05
       8.465       -16.1031       -16.1031        2.31688e-05
       8.47       -16.0664       -16.0664        2.31141e-05
       8.475       -16.0296       -16.0296        2.30591e-05
       8.48       -15.9926       -15.9926        2.30039e-05
       8.485       -15.9554       -15.9554        2.29485e-05
       8.49       -15.9181       -15.9181        2.28928e-05
       8.495       -15.8806       -15.8806        2.28369e-05
       8.5       -15.8429       -15.8429        2.27808e-05
       8.505       -15.8051       -15.8051        2.27245e-05
       8.51       -15.7671       -15.7671        2.26679e-05
       8.515       -15.7289       -15.7289        2.26111e-05
       8.52       -15.6906       -15.6906        2.25541e-05
       8.525       -15.6521       -15.6521        2.24968e-05
       8.53       -15.6134       -15.6134        2.24393e-05
       8.535       -15.5746       -15.5746        2.23816e-05
       8.54       -15.5356       -15.5356        2.23237e-05
       8.545       -15.4964       -15.4964        2.22656e-05
       8.55       -15.4571       -15.4571        2.22072e-05
       8.555       -15.4176       -15.4176        2.21486e-05
       8.56       -15.3779       -15.3779        2.20898e-05
       8.565       -15.3381       -15.3381        2.20307e-05
       8.57       -15.2981       -15.2981        2.19715e-05
       8.575       -15.258       -15.258        2.1912e-05
       8.58       -15.2177       -15.2177        2.18523e-05
       8.585       -15.1772       -15.1772        2.17924e-05
       8.59       -15.1366       -15.1366        2.17323e-05
       8.595       -15.0958       -15.0958        2.16719e-05
       8.6       -15.0548       -15.0549        2.16114e-05
       8.605       -15.0137       -15.0138        2.15506e-05
       8.61       -14.9725       -14.9725        2.14896e-05
       8.615       -14.9311       -14.9311        2.14284e-05
       8.62       -14.8895       -14.8895        2.13669e-05
       8.625       -14.8477       -14.8477        2.13053e-05
       8.63       -14.8058       -14.8058        2.12435e-05
       8.635       -14.7638       -14.7638        2.11814e-05
       8.64       -14.7216       -14.7216        2.11191e-05
       8.645       -14.6792       -14.6792        2.10566e-05
       8.65       -14.6367       -14.6367        2.09939e-05
       8.655       -14.594       -14.594        2.0931e-05
       8.66       -14.5511       -14.5512        2.08679e-05
       8.665       -14.5082       -14.5082        2.08046e-05
       8.67       -14.465       -14.465        2.0741e-05
       8.675       -14.4217       -14.4217        2.06773e-05
       8.68       -14.3783       -14.3783        2.06134e-05
       8.685       -14.3347       -14.3347        2.05492e-05
       8.69       -14.2909       -14.2909        2.04848e-05
       8.695       -14.247       -14.247        2.04203e-05
       8.7       -14.2029       -14.2029        2.03555e-05
       8.705       -14.1587       -14.1587        2.02905e-05
       8.71       -14.1144       -14.1144        2.02254e-05
       8.715       -14.0698       -14.0699        2.016e-05
       8.72       -14.0252       -14.0252        2.00944e-05
       8.725       -13.9804       -13.9804        2.00286e-05
       8.73       -13.9354       -13.9354        1.99627e-05
       8.735       -13.8903       -13.8903        1.98965e-05
       8.74       -13.845       -13.8451        1.98301e-05
       8.745       -13.7996       -13.7996        1.97635e-05
       8.75       -13.7541       -13.7541        1.96968e-05
       8.755       -13.7084       -13.7084        1.96298e-05
       8.76       -13.6625       -13.6626        1.95626e-05
       8.765       -13.6165       -13.6166        1.94953e-05
       8.77       -13.5704       -13.5704        1.94277e-05
       8.775       -13.5241       -13.5241        1.93599e-05
       8.78       -13.4777       -13.4777        1.9292e-05
       8.785       -13.4311       -13.4311        1.92239e-05
       8.79       -13.3844       -13.3844        1.91555e-05
       8.795       -13.3376       -13.3376        1.9087e-05
       8.8       -13.2906       -13.2906        1.90183e-05
       8.805       -13.2434       -13.2434        1.89494e-05
       8.81       -13.1961       -13.1962        1.88803e-05
       8.815       -13.1487       -13.1487        1.8811e-05
       8.82       -13.1011       -13.1012        1.87416e-05
       8.825       -13.0534       -13.0535        1.86719e-05
       8.83       -13.0056       -13.0056        1.86021e-05
       8.835       -12.9576       -12.9576        1.8532e-05
       8.84       -12.9095       -12.9095        1.84618e-05
       8.845       -12.8612       -12.8613        1.83914e-05
       8.85       -12.8128       -12.8129        1.83208e-05
       8.855       -12.7643       -12.7643        1.82501e-05
       8.86       -12.7156       -12.7156        1.81791e-05
       8.865       -12.6668       -12.6668        1.8108e-05
       8.87       -12.6179       -12.6179        1.80367e-05
       8.875       -12.5688       -12.5688        1.79652e-05
       8.88       -12.5196       -12.5196        1.78935e-05
       8.885       -12.4702       -12.4703        1.78217e-05
       8.89       -12.4208       -12.4208        1.77496e-05
       8.895       -12.3711       -12.3712        1.76774e-05
       8.9       -12.3214       -12.3214        1.76051e-05
       8.905       -12.2715       -12.2715        1.75325e-05
       8.91       -12.2215       -12.2215        1.74598e-05
       8.915       -12.1713       -12.1714        1.73869e-05
       8.92       -12.1211       -12.1211        1.73138e-05
       8.925       -12.0707       -12.0707        1.72405e-05
       8.93       -12.0201       -12.0202        1.71671e-05
       8.935       -11.9695       -11.9695        1.70935e-05
       8.94       -11.9187       -11.9187        1.70197e-05
       8.945       -11.8678       -11.8678        1.69458e-05
       8.95       -11.8167       -11.8167        1.68717e-05
       8.955       -11.7655       -11.7655        1.67974e-05
       8.96       -11.7142       -11.7142        1.6723e-05
       8.965       -11.6628       -11.6628        1.66483e-05
       8.97       -11.6112       -11.6113        1.65736e-05
       8.975       -11.5596       -11.5596        1.64986e-05
       8.98       -11.5078       -11.5078        1.64235e-05
       8.985       -11.4558       -11.4558        1.63482e-05
       8.99       -11.4038       -11.4038        1.62728e-05
       8.995       -11.3516       -11.3516        1.61972e-05
       9       -11.2993       -11.2993        1.61214e-05
       9.005       -11.2469       -11.2469        1.60455e-05
       9.01       -11.1943       -11.1943        1.59694e-05
       9.015       -11.1417       -11.1417        1.58932e-05
       9.02       -11.0889       -11.0889        1.58168e-05
       9.025       -11.036       -11.036        1.57402e-05
       9.03       -10.9829       -10.983        1.56635e-05
       9.035       -10.9298       -10.9298        1.55866e-05
       9.04       -10.8765       -10.8766        1.55096e-05
       9.045       -10.8232       -10.8232        1.54324e-05
       9.05       -10.7697       -10.7697        1.53551e-05
       9.055       -10.7161       -10.7161        1.52776e-05
       9.06       -10.6623       -10.6623        1.51999e-05
       9.065       -10.6085       -10.6085        1.51221e-05
       9.07       -10.5545       -10.5545        1.50442e-05
       9.075       -10.5004       -10.5005        1.49661e-05
       9.08       -10.4462       -10.4463        1.48878e-05
       9.085       -10.3919       -10.392        1.48094e-05
       9.09       -10.3375       -10.3375        1.47309e-05
       9.095       -10.283       -10.283        1.46522e-05
       9.1       -10.2284       -10.2284        1.45734e-05
       9.105       -10.1736       -10.1736        1.44944e-05
       9.11       -10.1187       -10.1188        1.44153e-05
       9.115       -10.0638       -10.0638        1.4336e-05
       9.12       -10.0087       -10.0087        1.42566e-05
       9.125       -9.95349       -9.95351        1.4177e-05
       9.13       -9.89819       -9.8982        1.40973e-05
       9.135       -9.84278       -9.84279        1.40175e-05
       9.14       -9.78726       -9.78728        1.39375e-05
       9.145       -9.73164       -9.73165        1.38573e-05
       9.15       -9.67591       -9.67592        1.37771e-05
       9.155       -9.62007       -9.62008        1.36967e-05
       9.16       -9.56413       -9.56414        1.36162e-05
       9.165       -9.50808       -9.5081        1.35355e-05
       9.17       -9.45193       -9.45194        1.34547e-05
       9.175       -9.39568       -9.39569        1.33737e-05
       9.18       -9.33932       -9.33933        1.32927e-05
       9.185       -9.28286       -9.28287        1.32115e-05
       9.19       -9.2263       -9.22631        1.31301e-05
       9.195       -9.16963       -9.16965        1.30486e-05
       9.2       -9.11287       -9.11288        1.2967e-05
       9.205       -9.056       -9.05602        1.28853e-05
       9.21       -8.99904       -8.99905        1.28034e-05
       9.215       -8.94198       -8.94199        1.27215e-05
       9.22       -8.88481       -8.88483        1.26393e-05
       9.225       -8.82755       -8.82757        1.25571e-05
       9.23       -8.7702       -8.77021        1.24747e-05
       9.235       -8.71274       -8.71275        1.23922e-05
       9.24       -8.65519       -8.6552        1.23096e-05
       9.245       -8.59754       -8.59756        1.22269e-05
       9.25       -8.5398       -8.53981        1.2144e-05
       9.255       -8.48197       -8.48198        1.2061e-05
       9.26       -8.42404       -8.42405        1.19779e-05
       9.265       -8.36601       -8.36603        1.18947e-05
       9.27       -8.3079       -8.30791        1.18114e-05
       9.275       -8.24969       -8.2497        1.17279e-05
       9.28       -8.19139       -8.1914        1.16443e-05
       9.285       -8.133       -8.13301        1.15606e-05
       9.29       -8.07452       -8.07453        1.14768e-05
       9.295       -8.01594       -8.01596        1.13929e-05
       9.3       -7.95728       -7.95729        1.13089e-05
       9.305       -7.89853       -7.89855        1.12247e-05
       9.31       -7.8397       -7.83971        1.11405e-05
       9.315       -7.78077       -7.78078        1.10561e-05
       9.32       -7.72176       -7.72177        1.09716e-05
       9.325       -7.66266       -7.66267        1.0887e-05
       9.33       -7.60348       -7.60349        1.08023e-05
       9.335       -7.54421       -7.54422        1.07175e-05
       9.34       -7.48485       -7.48486        1.06326e-05
       9.345       -7.42542       -7.42543        1.05475e-05
       9.35       -7.36589       -7.3659        1.04624e-05
       9.355       -7.30629       -7.3063        1.03772e-05
       9.36       -7.2466       -7.24661        1.02918e-05
       9.365       -7.18684       -7.18685        1.02064e-05
       9.37       -7.12699       -7.127        1.01209e-05
       9.375       -7.06706       -7.06707        1.00352e-05
       9.38       -7.00705       -7.00706        9.94946e-06
       9.385       -6.94696       -6.94697        9.86362e-06
       9.39       -6.88679       -6.8868        9.77767e-06
       9.395       -6.82655       -6.82656        9.69163e-06
       9.4       -6.76622       -6.76623        9.6055e-06
       9.405       -6.70583       -6.70584        9.51926e-06
       9.41       -6.64535       -6.64536        9.43293e-06
       9.415       -6.5848       -6.58481        9.34651e-06
       9.42       -6.52417       -6.52418        9.25999e-06
       9.425       -6.46347       -6.46348        9.17338e-06
       9.43       -6.4027       -6.40271        9.08668e-06
       9.435       -6.34185       -6.34186        8.99989e-06
       9.44       -6.28093       -6.28094        8.91301e-06
       9.445       -6.21994       -6.21995        8.82604e-06
       9.45       -6.15888       -6.15888        8.73898e-06
       9.455       -6.09774       -6.09775        8.65183e-06
       9.46       -6.03654       -6.03655        8.5646e-06
       9.465       -5.97526       -5.97527        8.47728e-06
       9.47       -5.91392       -5.91393        8.38987e-06
       9.475       -5.85251       -5.85252        8.30239e-06
       9.48       -5.79103       -5.79104        8.21481e-06
       9.485       -5.72949       -5.72949        8.12716e-06
       9.49       -5.66787       -5.66788        8.03943e-06
       9.495       -5.6062       -5.60621        7.95161e-06
       9.5       -5.54445       -5.54446        7.86372e-06
       9.505       -5.48265       -5.48265        7.77575e-06
       9.51       -5.42078       -5.42078        7.6877e-06
       9.515       -5.35884       -5.35885        7.59957e-06
       9.52       -5.29684       -5.29685        7.51137e-06
       9.525       -5.23478       -5.23479        7.42309e-06
       9.53       -5.17266       -5.17267        7.33474e-06
       9.535       -5.11048       -5.11049        7.24631e-06
       9.54       -5.04824       -5.04824        7.15781e-06
       9.545       -4.98594       -4.98594        7.06924e-06
       9.55       -4.92357       -4.92358        6.9806e-06
       9.555       -4.86116       -4.86116        6.89189e-06
       9.56       -4.79868       -4.79868        6.80312e-06
       9.565       -4.73614       -4.73615        6.71427e-06
       9.57       -4.67355       -4.67356        6.62535e-06
       9.575       -4.61091       -4.61091        6.53637e-06
       9.58       -4.5482       -4.54821        6.44733e-06
       9.585       -4.48545       -4.48545        6.35822e-06
       9.59       -4.42264       -4.42264        6.26904e-06
       9.595       -4.35977       -4.35978        6.17981e-06
       9.6       -4.29686       -4.29686        6.09051e-06
       9.605       -4.23389       -4.23389        6.00115e-06
       9.61       -4.17087       -4.17087        5.91173e-06
       9.615       -4.1078       -4.1078        5.82225e-06
       9.62       -4.04468       -4.04468        5.73272e-06
       9.625       -3.98151       -3.98151        5.64312e-06
       9.63       -3.91829       -3.91829        5.55347e-06
       9.635       -3.85502       -3.85502        5.46377e-06
       9.64       -3.7917       -3.79171        5.37401e-06
       9.645       -3.72834       -3.72834        5.28419e-06
       9.65       -3.66493       -3.66493        5.19433e-06
       9.655       -3.60147       -3.60148        5.10441e-06
       9.66       -3.53797       -3.53798        5.01444e-06
       9.665       -3.47443       -3.47443        4.92442e-06
       9.67       -3.41084       -3.41085        4.83435e-06
       9.675       -3.34721       -3.34721        4.74423e-06
       9.68       -3.28353       -3.28354        4.65407e-06
       9.685       -3.21982       -3.21982        4.56386e-06
       9.69       -3.15606       -3.15606        4.4736e-06
       9.695       -3.09226       -3.09227        4.3833e-06
       9.7       -3.02842       -3.02843        4.29295e-06
       9.705       -2.96454       -2.96455        4.20256e-06
       9.71       -2.90063       -2.90063        4.11213e-06
       9.715       -2.83667       -2.83668        4.02166e-06
       9.72       -2.77268       -2.77268        3.93115e-06
       9.725       -2.70865       -2.70865        3.8406e-06
       9.73       -2.64459       -2.64459        3.75001e-06
       9.735       -2.58048       -2.58049        3.65938e-06
       9.74       -2.51635       -2.51635        3.56872e-06
       9.745       -2.45218       -2.45218        3.47802e-06
       9.75       -2.38797       -2.38798        3.38729e-06
       9.755       -2.32374       -2.32374        3.29652e-06
       9.76       -2.25947       -2.25947        3.20572e-06
       9.765       -2.19517       -2.19517        3.11488e-06
       9.77       -2.13083       -2.13084        3.02402e-06
       9.775       -2.06647       -2.06647        2.93313e-06
       9.78       -2.00208       -2.00208        2.8422e-06
       9.785       -1.93766       -1.93766        2.75125e-06
       9.79       -1.87321       -1.87321        2.66027e-06
       9.795       -1.80873       -1.80873        2.56927e-06
       9.8       -1.74422       -1.74423        2.47823e-06
       9.805       -1.67969       -1.67969        2.38718e-06
       9.81       -1.61513       -1.61514        2.2961e-06
       9.815       -1.55055       -1.55055        2.20499e-06
       9.82       -1.48594       -1.48594        2.11387e-06
       9.825       -1.42131       -1.42131        2.02272e-06
       9.83       -1.35665       -1.35666        1.93156e-06
       9.835       -1.29198       -1.29198        1.84037e-06
       9.84       -1.22728       -1.22728        1.74917e-06
       9.845       -1.16256       -1.16256        1.65794e-06
       9.85       -1.09781       -1.09781        1.5667e-06
       9.855       -1.03305       -1.03305        1.47545e-06
       9.86       -0.968269       -0.968271        1.38418e-06
       9.865       -0.903469       -0.90347        1.2929e-06
       9.87       -0.83865       -0.838651        1.2016e-06
       9.875       -0.773814       -0.773815        1.1103e-06
       9.88       -0.708961       -0.708962        1.01898e-06
       9.885       -0.644091       -0.644092        9.27648e-07
       9.89       -0.579206       -0.579207        8.3631e-07
       9.895       -0.514306       -0.514307        7.44964e-07
       9.9       -0.449392       -0.449393        6.5361e-07
       9.905       -0.384464       -0.384465        5.62249e-07
       9.91       -0.319524       -0.319524        4.70883e-07
       9.915       -0.25457       -0.254571        3.79512e-07
       9.92       -0.189606       -0.189606        2.88138e-07
       9.925       -0.12463       -0.12463        1.9676e-07
       9.93       -0.0596434       -0.0596435        1.05381e-07
       9.935       0.00535259       0.00535258        1.40002e-08
       9.94       0.0703577       0.0703578        7.73805e-08
       9.945       0.135371       0.135371        1.6876e-07
       9.95       0.200393       0.200393        2.60139e-07
       9.955       0.265421       0.265421        3.51514e-07
       9.96       0.330456       0.330456        4.42886e-07
       9.965       0.395497       0.395497        5.34254e-07
       9.97       0.460543       0.460543        6.25616e-07
       9.975       0.525593       0.525594        7.16972e-07
       9.98       0.590648       0.590648        8.08321e-07
       9.985       0.655705       0.655706        8.99662e-07
       9.99       0.720765       0.720766        9.90994e-07
       9.995       0.785828       0.785829        1.08232e-06
       10       0.850891       0.850892        1.17363e-06
       10.005       0.915955       0.915956        1.26493e-06
       10.01       0.981019       0.981021        1.35621e-06
       10.015       1.04608       1.04608        1.44749e-06
       10.02       1.11114       1.11115        1.53874e-06
       10.025       1.1762       1.17621        1.62999e-06
       10.03       1.24126       1.24126        1.72121e-06
       10.035       1.30632       1.30632        1.81242e-06
       10.04       1.37137       1.37137        1.90362e-06
       10.045       1.43641       1.43641        1.99479e-06
       10.05       1.50145       1.50146        2.08594e-06
       10.055       1.56649       1.56649        2.17707e-06
       10.06       1.63152       1.63152        2.26818e-06
       10.065       1.69654       1.69654        2.35927e-06
       10.07       1.76155       1.76155        2.45033e-06
       10.075       1.82655       1.82656        2.54137e-06
       10.08       1.89155       1.89155        2.63239e-06
       10.085       1.95654       1.95654        2.72337e-06
       10.09       2.02151       2.02151        2.81433e-06
       10.095       2.08648       2.08648        2.90527e-06
       10.1       2.15143       2.15143        2.99617e-06
       10.105       2.21637       2.21637        3.08704e-06
       10.11       2.2813       2.2813        3.17788e-06
       10.115       2.34621       2.34621        3.2687e-06
       10.12       2.41111       2.41111        3.35947e-06
       10.125       2.47599       2.476        3.45022e-06
       10.13       2.54086       2.54086        3.54093e-06
       10.135       2.60571       2.60572        3.6316e-06
       10.14       2.67055       2.67055        3.72224e-06
       10.145       2.73537       2.73537        3.81284e-06
       10.15       2.80017       2.80017        3.9034e-06
       10.155       2.86495       2.86495        3.99393e-06
       10.16       2.92971       2.92971        4.08441e-06
       10.165       2.99445       2.99445        4.17485e-06
       10.17       3.05917       3.05917        4.26525e-06
       10.175       3.12387       3.12387        4.35561e-06
       10.18       3.18854       3.18855        4.44593e-06
       10.185       3.2532       3.2532        4.5362e-06
       10.19       3.31783       3.31783        4.62642e-06
       10.195       3.38244       3.38244        4.7166e-06
       10.2       3.44702       3.44702        4.80673e-06
       10.205       3.51157       3.51158        4.89682e-06
       10.21       3.5761       3.57611        4.98685e-06
       10.215       3.64061       3.64061        5.07684e-06
       10.22       3.70509       3.70509        5.16677e-06
       10.225       3.76953       3.76954        5.25665e-06
       10.23       3.83395       3.83396        5.34648e-06
       10.235       3.89835       3.89835        5.43626e-06
       10.24       3.96271       3.96271        5.52598e-06
       10.245       4.02704       4.02704        5.61565e-06
       10.25       4.09134       4.09134        5.70526e-06
       10.255       4.1556       4.15561        5.79481e-06
       10.26       4.21984       4.21985        5.88431e-06
       10.265       4.28404       4.28405        5.97375e-06
       10.27       4.34821       4.34822        6.06312e-06
       10.275       4.41235       4.41235        6.15244e-06
       10.28       4.47644       4.47645        6.24169e-06
       10.285       4.54051       4.54052        6.33089e-06
       10.29       4.60454       4.60454        6.42002e-06
       10.295       4.66853       4.66853        6.50908e-06
       10.3       4.73248       4.73249        6.59808e-06
       10.305       4.79639       4.7964        6.68701e-06
       10.31       4.86027       4.86028        6.77588e-06
       10.315       4.92411       4.92411        6.86468e-06
       10.32       4.9879       4.98791        6.95341e-06
       10.325       5.05166       5.05167        7.04207e-06
       10.33       5.11537       5.11538        7.13066e-06
       10.335       5.17905       5.17905        7.21918e-06
       10.34       5.24268       5.24268        7.30763e-06
       10.345       5.30626       5.30627        7.39601e-06
       10.35       5.3698       5.36981        7.48431e-06
       10.355       5.4333       5.43331        7.57253e-06
       10.36       5.49676       5.49676        7.66068e-06
       10.365       5.56016       5.56017        7.74875e-06
       10.37       5.62352       5.62353        7.83675e-06
       10.375       5.68684       5.68684        7.92467e-06
       10.38       5.7501       5.75011        8.01251e-06
       10.385       5.81332       5.81333        8.10026e-06
       10.39       5.87649       5.8765        8.18794e-06
       10.395       5.93961       5.93961        8.27554e-06
       10.4       6.00267       6.00268        8.36305e-06
       10.405       6.06569       6.0657        8.45048e-06
       10.41       6.12866       6.12867        8.53782e-06
       10.415       6.19157       6.19158        8.62508e-06
       10.42       6.25443       6.25444        8.71225e-06
       10.425       6.31724       6.31725        8.79934e-06
       10.43       6.37999       6.38        8.88634e-06
       10.435       6.44269       6.4427        8.97325e-06
       10.44       6.50534       6.50535        9.06007e-06
       10.445       6.56792       6.56793        9.14679e-06
       10.45       6.63046       6.63046        9.23343e-06
       10.455       6.69293       6.69294        9.31998e-06
       10.46       6.75535       6.75536        9.40643e-06
       10.465       6.8177       6.81771        9.49279e-06
       10.47       6.88       6.88001        9.57905e-06
       10.475       6.94224       6.94225        9.66522e-06
       10.48       7.00442       7.00443        9.75129e-06
       10.485       7.06654       7.06655        9.83726e-06
       10.49       7.1286       7.12861        9.92313e-06
       10.495       7.19059       7.1906        1.00089e-05
       10.5       7.25252       7.25253        1.00946e-05
       10.505       7.31439       7.3144        1.01802e-05
       10.51       7.37619       7.3762        1.02656e-05
       10.515       7.43793       7.43794        1.0351e-05
       10.52       7.49961       7.49962        1.04363e-05
       10.525       7.56122       7.56123        1.05214e-05
       10.53       7.62276       7.62277        1.06065e-05
       10.535       7.68423       7.68424        1.06914e-05
       10.54       7.74564       7.74565        1.07763e-05
       10.545       7.80698       7.80699        1.0861e-05
       10.55       7.86825       7.86826        1.09456e-05
       10.555       7.92945       7.92946        1.10302e-05
       10.56       7.99058       7.99059        1.11146e-05
       10.565       8.05164       8.05165        1.11989e-05
       10.57       8.11263       8.11264        1.12831e-05
       10.575       8.17354       8.17356        1.13671e-05
       10.58       8.23439       8.2344        1.14511e-05
