#      t_n         x_n         xteo        err    
       47.175       -19.6314       -19.6314        2.88949e-05
       47.18       -19.6348       -19.6348        2.88959e-05
       47.185       -19.6379       -19.638        2.88966e-05
       47.19       -19.6409       -19.6409        2.8897e-05
       47.195       -19.6437       -19.6437        2.88971e-05
       47.2       -19.6462       -19.6463        2.8897e-05
       47.205       -19.6486       -19.6486        2.88965e-05
       47.21       -19.6507       -19.6507        2.88958e-05
       47.215       -19.6527       -19.6527        2.88948e-05
       47.22       -19.6544       -19.6544        2.88935e-05
       47.225       -19.6559       -19.6559        2.88919e-05
       47.23       -19.6572       -19.6573        2.889e-05
       47.235       -19.6583       -19.6584        2.88878e-05
       47.24       -19.6593       -19.6593        2.88854e-05
       47.245       -19.66       -19.66        2.88826e-05
       47.25       -19.6605       -19.6605        2.88796e-05
       47.255       -19.6607       -19.6608        2.88763e-05
       47.26       -19.6608       -19.6609        2.88726e-05
       47.265       -19.6607       -19.6607        2.88687e-05
       47.27       -19.6604       -19.6604        2.88645e-05
       47.275       -19.6598       -19.6599        2.88601e-05
       47.28       -19.6591       -19.6591        2.88553e-05
       47.285       -19.6582       -19.6582        2.88502e-05
       47.29       -19.657       -19.657        2.88449e-05
       47.295       -19.6557       -19.6557        2.88392e-05
       47.3       -19.6541       -19.6541        2.88333e-05
       47.305       -19.6523       -19.6524        2.88271e-05
       47.31       -19.6504       -19.6504        2.88206e-05
       47.315       -19.6482       -19.6482        2.88138e-05
       47.32       -19.6458       -19.6458        2.88067e-05
       47.325       -19.6432       -19.6432        2.87994e-05
       47.33       -19.6404       -19.6405        2.87917e-05
       47.335       -19.6374       -19.6375        2.87838e-05
       47.34       -19.6342       -19.6342        2.87755e-05
       47.345       -19.6308       -19.6308        2.8767e-05
       47.35       -19.6272       -19.6272        2.87582e-05
       47.355       -19.6234       -19.6234        2.87491e-05
       47.36       -19.6193       -19.6194        2.87397e-05
       47.365       -19.6151       -19.6151        2.87301e-05
       47.37       -19.6107       -19.6107        2.87201e-05
       47.375       -19.606       -19.6061        2.87099e-05
       47.38       -19.6012       -19.6012        2.86994e-05
       47.385       -19.5961       -19.5962        2.86885e-05
       47.39       -19.5909       -19.5909        2.86774e-05
       47.395       -19.5854       -19.5854        2.8666e-05
       47.4       -19.5797       -19.5798        2.86544e-05
       47.405       -19.5739       -19.5739        2.86424e-05
       47.41       -19.5678       -19.5678        2.86302e-05
       47.415       -19.5615       -19.5615        2.86176e-05
       47.42       -19.555       -19.555        2.86048e-05
       47.425       -19.5483       -19.5484        2.85917e-05
       47.43       -19.5414       -19.5415        2.85783e-05
       47.435       -19.5343       -19.5344        2.85646e-05
       47.44       -19.527       -19.527        2.85507e-05
       47.445       -19.5195       -19.5195        2.85364e-05
       47.45       -19.5118       -19.5118        2.85219e-05
       47.455       -19.5039       -19.5039        2.85071e-05
       47.46       -19.4958       -19.4958        2.8492e-05
       47.465       -19.4874       -19.4875        2.84766e-05
       47.47       -19.4789       -19.4789        2.84609e-05
       47.475       -19.4702       -19.4702        2.84449e-05
       47.48       -19.4612       -19.4612        2.84287e-05
       47.485       -19.4521       -19.4521        2.84122e-05
       47.49       -19.4427       -19.4428        2.83954e-05
       47.495       -19.4332       -19.4332        2.83783e-05
       47.5       -19.4234       -19.4235        2.83609e-05
       47.505       -19.4135       -19.4135        2.83432e-05
       47.51       -19.4033       -19.4033        2.83253e-05
       47.515       -19.3929       -19.393        2.8307e-05
       47.52       -19.3824       -19.3824        2.82885e-05
       47.525       -19.3716       -19.3716        2.82697e-05
       47.53       -19.3606       -19.3607        2.82507e-05
       47.535       -19.3495       -19.3495        2.82313e-05
       47.54       -19.3381       -19.3381        2.82117e-05
       47.545       -19.3265       -19.3265        2.81917e-05
       47.55       -19.3147       -19.3147        2.81715e-05
       47.555       -19.3027       -19.3028        2.8151e-05
       47.56       -19.2905       -19.2906        2.81303e-05
       47.565       -19.2782       -19.2782        2.81092e-05
       47.57       -19.2656       -19.2656        2.80879e-05
       47.575       -19.2528       -19.2528        2.80663e-05
       47.58       -19.2398       -19.2398        2.80444e-05
       47.585       -19.2266       -19.2266        2.80222e-05
       47.59       -19.2132       -19.2132        2.79998e-05
       47.595       -19.1996       -19.1996        2.7977e-05
       47.6       -19.1858       -19.1858        2.7954e-05
       47.605       -19.1718       -19.1718        2.79307e-05
       47.61       -19.1576       -19.1576        2.79071e-05
       47.615       -19.1432       -19.1432        2.78833e-05
       47.62       -19.1286       -19.1286        2.78592e-05
       47.625       -19.1138       -19.1138        2.78348e-05
       47.63       -19.0988       -19.0988        2.78101e-05
       47.635       -19.0836       -19.0836        2.77851e-05
       47.64       -19.0682       -19.0682        2.77599e-05
       47.645       -19.0526       -19.0526        2.77343e-05
       47.65       -19.0368       -19.0368        2.77086e-05
       47.655       -19.0208       -19.0208        2.76825e-05
       47.66       -19.0045       -19.0046        2.76561e-05
       47.665       -18.9881       -18.9882        2.76295e-05
       47.67       -18.9715       -18.9716        2.76026e-05
       47.675       -18.9547       -18.9548        2.75754e-05
       47.68       -18.9377       -18.9378        2.7548e-05
       47.685       -18.9206       -18.9206        2.75202e-05
       47.69       -18.9032       -18.9032        2.74922e-05
       47.695       -18.8856       -18.8856        2.74639e-05
       47.7       -18.8678       -18.8678        2.74354e-05
       47.705       -18.8498       -18.8498        2.74066e-05
       47.71       -18.8316       -18.8316        2.73775e-05
       47.715       -18.8132       -18.8132        2.73481e-05
       47.72       -18.7946       -18.7947        2.73184e-05
       47.725       -18.7759       -18.7759        2.72885e-05
       47.73       -18.7569       -18.7569        2.72583e-05
       47.735       -18.7377       -18.7377        2.72278e-05
       47.74       -18.7183       -18.7184        2.71971e-05
       47.745       -18.6988       -18.6988        2.71661e-05
       47.75       -18.679       -18.679        2.71348e-05
       47.755       -18.6591       -18.6591        2.71032e-05
       47.76       -18.6389       -18.6389        2.70714e-05
       47.765       -18.6186       -18.6186        2.70393e-05
       47.77       -18.598       -18.598        2.7007e-05
       47.775       -18.5773       -18.5773        2.69743e-05
       47.78       -18.5563       -18.5564        2.69414e-05
       47.785       -18.5352       -18.5352        2.69082e-05
       47.79       -18.5139       -18.5139        2.68748e-05
       47.795       -18.4924       -18.4924        2.68411e-05
       47.8       -18.4707       -18.4707        2.68071e-05
       47.805       -18.4488       -18.4488        2.67728e-05
       47.81       -18.4267       -18.4267        2.67383e-05
       47.815       -18.4044       -18.4044        2.67035e-05
       47.82       -18.3819       -18.3819        2.66685e-05
       47.825       -18.3592       -18.3592        2.66332e-05
       47.83       -18.3363       -18.3364        2.65976e-05
       47.835       -18.3133       -18.3133        2.65617e-05
       47.84       -18.29       -18.29        2.65256e-05
       47.845       -18.2666       -18.2666        2.64892e-05
       47.85       -18.2429       -18.243        2.64526e-05
       47.855       -18.2191       -18.2191        2.64157e-05
       47.86       -18.1951       -18.1951        2.63785e-05
       47.865       -18.1709       -18.1709        2.63411e-05
       47.87       -18.1465       -18.1465        2.63033e-05
       47.875       -18.1219       -18.1219        2.62654e-05
       47.88       -18.0971       -18.0971        2.62272e-05
       47.885       -18.0721       -18.0721        2.61887e-05
       47.89       -18.0469       -18.047        2.61499e-05
       47.895       -18.0216       -18.0216        2.61109e-05
       47.9       -17.996       -17.9961        2.60716e-05
       47.905       -17.9703       -17.9703        2.60321e-05
       47.91       -17.9444       -17.9444        2.59923e-05
       47.915       -17.9183       -17.9183        2.59522e-05
       47.92       -17.892       -17.892        2.59119e-05
       47.925       -17.8655       -17.8655        2.58713e-05
       47.93       -17.8388       -17.8388        2.58305e-05
       47.935       -17.8119       -17.812        2.57894e-05
       47.94       -17.7849       -17.7849        2.57481e-05
       47.945       -17.7577       -17.7577        2.57065e-05
       47.95       -17.7302       -17.7303        2.56646e-05
       47.955       -17.7026       -17.7026        2.56225e-05
       47.96       -17.6748       -17.6749        2.55801e-05
       47.965       -17.6468       -17.6469        2.55375e-05
       47.97       -17.6187       -17.6187        2.54946e-05
       47.975       -17.5903       -17.5903        2.54514e-05
       47.98       -17.5618       -17.5618        2.5408e-05
       47.985       -17.5331       -17.5331        2.53644e-05
       47.99       -17.5042       -17.5042        2.53205e-05
       47.995       -17.4751       -17.4751        2.52763e-05
       48       -17.4458       -17.4458        2.52319e-05
       48.005       -17.4163       -17.4164        2.51873e-05
       48.01       -17.3867       -17.3867        2.51424e-05
       48.015       -17.3569       -17.3569        2.50972e-05
       48.02       -17.3269       -17.3269        2.50518e-05
       48.025       -17.2967       -17.2967        2.50061e-05
       48.03       -17.2663       -17.2663        2.49602e-05
       48.035       -17.2357       -17.2358        2.4914e-05
       48.04       -17.205       -17.205        2.48676e-05
       48.045       -17.1741       -17.1741        2.48209e-05
       48.05       -17.143       -17.143        2.4774e-05
       48.055       -17.1117       -17.1117        2.47269e-05
       48.06       -17.0803       -17.0803        2.46795e-05
       48.065       -17.0486       -17.0486        2.46318e-05
       48.07       -17.0168       -17.0168        2.45839e-05
       48.075       -16.9848       -16.9848        2.45358e-05
       48.08       -16.9526       -16.9526        2.44874e-05
       48.085       -16.9203       -16.9203        2.44387e-05
       48.09       -16.8877       -16.8878        2.43899e-05
       48.095       -16.855       -16.855        2.43407e-05
       48.1       -16.8221       -16.8222        2.42914e-05
       48.105       -16.7891       -16.7891        2.42418e-05
       48.11       -16.7558       -16.7558        2.41919e-05
       48.115       -16.7224       -16.7224        2.41418e-05
       48.12       -16.6888       -16.6888        2.40915e-05
       48.125       -16.655       -16.6551        2.40409e-05
       48.13       -16.6211       -16.6211        2.39901e-05
       48.135       -16.587       -16.587        2.3939e-05
       48.14       -16.5527       -16.5527        2.38877e-05
       48.145       -16.5182       -16.5182        2.38362e-05
       48.15       -16.4835       -16.4836        2.37844e-05
       48.155       -16.4487       -16.4487        2.37324e-05
       48.16       -16.4137       -16.4137        2.36802e-05
       48.165       -16.3786       -16.3786        2.36277e-05
       48.17       -16.3432       -16.3432        2.3575e-05
       48.175       -16.3077       -16.3077        2.3522e-05
       48.18       -16.272       -16.272        2.34688e-05
       48.185       -16.2362       -16.2362        2.34154e-05
       48.19       -16.2001       -16.2001        2.33617e-05
       48.195       -16.1639       -16.1639        2.33078e-05
       48.2       -16.1275       -16.1276        2.32537e-05
       48.205       -16.091       -16.091        2.31993e-05
       48.21       -16.0543       -16.0543        2.31447e-05
       48.215       -16.0174       -16.0174        2.30899e-05
       48.22       -15.9804       -15.9804        2.30349e-05
       48.225       -15.9431       -15.9432        2.29796e-05
       48.23       -15.9058       -15.9058        2.29241e-05
       48.235       -15.8682       -15.8682        2.28683e-05
       48.24       -15.8305       -15.8305        2.28123e-05
       48.245       -15.7926       -15.7926        2.27561e-05
       48.25       -15.7545       -15.7545        2.26997e-05
       48.255       -15.7163       -15.7163        2.26431e-05
       48.26       -15.6779       -15.6779        2.25862e-05
       48.265       -15.6393       -15.6394        2.25291e-05
       48.27       -15.6006       -15.6006        2.24717e-05
       48.275       -15.5617       -15.5618        2.24142e-05
       48.28       -15.5227       -15.5227        2.23564e-05
       48.285       -15.4835       -15.4835        2.22984e-05
       48.29       -15.4441       -15.4441        2.22402e-05
       48.295       -15.4045       -15.4046        2.21817e-05
       48.3       -15.3648       -15.3648        2.21231e-05
       48.305       -15.325       -15.325        2.20642e-05
       48.31       -15.2849       -15.2849        2.20051e-05
       48.315       -15.2447       -15.2447        2.19457e-05
       48.32       -15.2044       -15.2044        2.18862e-05
       48.325       -15.1638       -15.1639        2.18264e-05
       48.33       -15.1232       -15.1232        2.17664e-05
       48.335       -15.0823       -15.0823        2.17062e-05
       48.34       -15.0413       -15.0413        2.16458e-05
       48.345       -15.0002       -15.0002        2.15851e-05
       48.35       -14.9588       -14.9589        2.15243e-05
       48.355       -14.9174       -14.9174        2.14632e-05
       48.36       -14.8757       -14.8758        2.14019e-05
       48.365       -14.8339       -14.834        2.13404e-05
       48.37       -14.792       -14.792        2.12787e-05
       48.375       -14.7499       -14.7499        2.12168e-05
       48.38       -14.7076       -14.7076        2.11546e-05
       48.385       -14.6652       -14.6652        2.10923e-05
       48.39       -14.6226       -14.6226        2.10297e-05
       48.395       -14.5799       -14.5799        2.0967e-05
       48.4       -14.537       -14.537        2.0904e-05
       48.405       -14.494       -14.494        2.08408e-05
       48.41       -14.4508       -14.4508        2.07774e-05
       48.415       -14.4074       -14.4074        2.07138e-05
       48.42       -14.3639       -14.3639        2.065e-05
       48.425       -14.3203       -14.3203        2.0586e-05
       48.43       -14.2765       -14.2765        2.05217e-05
       48.435       -14.2325       -14.2325        2.04573e-05
       48.44       -14.1884       -14.1884        2.03927e-05
       48.445       -14.1441       -14.1441        2.03278e-05
       48.45       -14.0997       -14.0997        2.02628e-05
       48.455       -14.0551       -14.0552        2.01975e-05
       48.46       -14.0104       -14.0105        2.01321e-05
       48.465       -13.9656       -13.9656        2.00665e-05
       48.47       -13.9206       -13.9206        2.00006e-05
       48.475       -13.8754       -13.8754        1.99346e-05
       48.48       -13.8301       -13.8301        1.98683e-05
       48.485       -13.7846       -13.7847        1.98019e-05
       48.49       -13.739       -13.7391        1.97352e-05
       48.495       -13.6933       -13.6933        1.96684e-05
       48.5       -13.6474       -13.6474        1.96013e-05
       48.505       -13.6014       -13.6014        1.95341e-05
       48.51       -13.5552       -13.5552        1.94667e-05
       48.515       -13.5088       -13.5089        1.93991e-05
       48.52       -13.4624       -13.4624        1.93312e-05
       48.525       -13.4158       -13.4158        1.92632e-05
       48.53       -13.369       -13.369        1.9195e-05
       48.535       -13.3221       -13.3221        1.91266e-05
       48.54       -13.275       -13.2751        1.9058e-05
       48.545       -13.2279       -13.2279        1.89893e-05
       48.55       -13.1805       -13.1805        1.89203e-05
       48.555       -13.1331       -13.1331        1.88511e-05
       48.56       -13.0854       -13.0855        1.87818e-05
       48.565       -13.0377       -13.0377        1.87123e-05
       48.57       -12.9898       -12.9898        1.86425e-05
       48.575       -12.9418       -12.9418        1.85726e-05
       48.58       -12.8936       -12.8936        1.85025e-05
       48.585       -12.8453       -12.8453        1.84323e-05
       48.59       -12.7969       -12.7969        1.83618e-05
       48.595       -12.7483       -12.7483        1.82912e-05
       48.6       -12.6996       -12.6996        1.82203e-05
       48.605       -12.6507       -12.6507        1.81493e-05
       48.61       -12.6017       -12.6017        1.80781e-05
       48.615       -12.5526       -12.5526        1.80068e-05
       48.62       -12.5033       -12.5034        1.79352e-05
       48.625       -12.4539       -12.454        1.78635e-05
       48.63       -12.4044       -12.4044        1.77916e-05
       48.635       -12.3548       -12.3548        1.77195e-05
       48.64       -12.305       -12.305        1.76472e-05
       48.645       -12.255       -12.2551        1.75748e-05
       48.65       -12.205       -12.205        1.75022e-05
       48.655       -12.1548       -12.1548        1.74294e-05
       48.66       -12.1045       -12.1045        1.73564e-05
       48.665       -12.054       -12.0541        1.72833e-05
       48.67       -12.0035       -12.0035        1.721e-05
       48.675       -11.9528       -11.9528        1.71365e-05
       48.68       -11.9019       -11.9019        1.70628e-05
       48.685       -11.851       -11.851        1.6989e-05
       48.69       -11.7999       -11.7999        1.6915e-05
       48.695       -11.7486       -11.7487        1.68408e-05
       48.7       -11.6973       -11.6973        1.67665e-05
       48.705       -11.6458       -11.6458        1.6692e-05
       48.71       -11.5942       -11.5942        1.66173e-05
       48.715       -11.5425       -11.5425        1.65425e-05
       48.72       -11.4907       -11.4907        1.64675e-05
       48.725       -11.4387       -11.4387        1.63923e-05
       48.73       -11.3866       -11.3866        1.6317e-05
       48.735       -11.3344       -11.3344        1.62415e-05
       48.74       -11.282       -11.2821        1.61659e-05
       48.745       -11.2296       -11.2296        1.609e-05
       48.75       -11.177       -11.177        1.60141e-05
       48.755       -11.1243       -11.1243        1.59379e-05
       48.76       -11.0715       -11.0715        1.58616e-05
       48.765       -11.0185       -11.0185        1.57852e-05
       48.77       -10.9655       -10.9655        1.57086e-05
       48.775       -10.9123       -10.9123        1.56318e-05
       48.78       -10.859       -10.859        1.55549e-05
       48.785       -10.8056       -10.8056        1.54778e-05
       48.79       -10.752       -10.752        1.54006e-05
       48.795       -10.6984       -10.6984        1.53232e-05
       48.8       -10.6446       -10.6446        1.52456e-05
       48.805       -10.5907       -10.5907        1.51679e-05
       48.81       -10.5367       -10.5367        1.50901e-05
       48.815       -10.4826       -10.4826        1.50121e-05
       48.82       -10.4284       -10.4284        1.49339e-05
       48.825       -10.374       -10.374        1.48556e-05
       48.83       -10.3196       -10.3196        1.47772e-05
       48.835       -10.265       -10.265        1.46986e-05
       48.84       -10.2103       -10.2103        1.46199e-05
       48.845       -10.1555       -10.1556        1.4541e-05
       48.85       -10.1006       -10.1007        1.44619e-05
       48.855       -10.0456       -10.0457        1.43828e-05
       48.86       -9.99052       -9.99053        1.43035e-05
       48.865       -9.93529       -9.9353        1.4224e-05
       48.87       -9.87995       -9.87996        1.41444e-05
       48.875       -9.8245       -9.82452        1.40646e-05
       48.88       -9.76895       -9.76897        1.39848e-05
       48.885       -9.71329       -9.71331        1.39047e-05
       48.89       -9.65753       -9.65754        1.38246e-05
       48.895       -9.60166       -9.60167        1.37443e-05
       48.9       -9.54568       -9.54569        1.36638e-05
       48.905       -9.4896       -9.48961        1.35832e-05
       48.91       -9.43341       -9.43343        1.35025e-05
       48.915       -9.37712       -9.37714        1.34217e-05
       48.92       -9.32073       -9.32075        1.33407e-05
       48.925       -9.26424       -9.26425        1.32596e-05
       48.93       -9.20764       -9.20766        1.31783e-05
       48.935       -9.15095       -9.15096        1.30969e-05
       48.94       -9.09415       -9.09416        1.30154e-05
       48.945       -9.03725       -9.03726        1.29338e-05
       48.95       -8.98025       -8.98027        1.2852e-05
       48.955       -8.92316       -8.92317        1.27701e-05
       48.96       -8.86596       -8.86598        1.26881e-05
       48.965       -8.80867       -8.80868        1.26059e-05
       48.97       -8.75128       -8.75129        1.25237e-05
       48.975       -8.6938       -8.69381        1.24413e-05
       48.98       -8.63621       -8.63623        1.23587e-05
       48.985       -8.57854       -8.57855        1.22761e-05
       48.99       -8.52076       -8.52077        1.21933e-05
       48.995       -8.4629       -8.46291        1.21104e-05
       49       -8.40493       -8.40495        1.20274e-05
       49.005       -8.34688       -8.34689        1.19442e-05
       49.01       -8.28873       -8.28875        1.1861e-05
       49.015       -8.2305       -8.23051        1.17776e-05
       49.02       -8.17217       -8.17218        1.16941e-05
       49.025       -8.11374       -8.11376        1.16105e-05
       49.03       -8.05523       -8.05524        1.15268e-05
       49.035       -7.99663       -7.99664        1.14429e-05
       49.04       -7.93794       -7.93795        1.1359e-05
       49.045       -7.87916       -7.87917        1.12749e-05
       49.05       -7.8203       -7.82031        1.11907e-05
       49.055       -7.76134       -7.76135        1.11064e-05
       49.06       -7.7023       -7.70231        1.1022e-05
       49.065       -7.64318       -7.64319        1.09375e-05
       49.07       -7.58396       -7.58397        1.08529e-05
       49.075       -7.52467       -7.52468        1.07681e-05
       49.08       -7.46528       -7.4653        1.06833e-05
       49.085       -7.40582       -7.40583        1.05983e-05
       49.09       -7.34627       -7.34628        1.05133e-05
       49.095       -7.28664       -7.28665        1.04281e-05
       49.1       -7.22693       -7.22694        1.03429e-05
       49.105       -7.16713       -7.16714        1.02575e-05
       49.11       -7.10726       -7.10727        1.0172e-05
       49.115       -7.0473       -7.04731        1.00864e-05
       49.12       -6.98726       -6.98727        1.00008e-05
       49.125       -6.92715       -6.92716        9.915e-06
       49.13       -6.86696       -6.86697        9.82913e-06
       49.135       -6.80669       -6.8067        9.74316e-06
       49.14       -6.74634       -6.74635        9.65709e-06
       49.145       -6.68591       -6.68592        9.57092e-06
       49.15       -6.62541       -6.62542        9.48466e-06
       49.155       -6.56484       -6.56485        9.39831e-06
       49.16       -6.50419       -6.5042        9.31186e-06
       49.165       -6.44346       -6.44347        9.22532e-06
       49.17       -6.38266       -6.38267        9.13868e-06
       49.175       -6.32179       -6.3218        9.05196e-06
       49.18       -6.26085       -6.26086        8.96514e-06
       49.185       -6.19983       -6.19984        8.87824e-06
       49.19       -6.13875       -6.13876        8.79124e-06
       49.195       -6.07759       -6.0776        8.70416e-06
       49.2       -6.01636       -6.01637        8.61699e-06
       49.205       -5.95507       -5.95507        8.52974e-06
       49.21       -5.8937       -5.89371        8.44239e-06
       49.215       -5.83227       -5.83228        8.35497e-06
       49.22       -5.77077       -5.77078        8.26746e-06
       49.225       -5.7092       -5.70921        8.17987e-06
       49.23       -5.64757       -5.64757        8.0922e-06
       49.235       -5.58587       -5.58587        8.00444e-06
       49.24       -5.5241       -5.52411        7.91661e-06
       49.245       -5.46227       -5.46228        7.82869e-06
       49.25       -5.40038       -5.40039        7.7407e-06
       49.255       -5.33843       -5.33843        7.65263e-06
       49.26       -5.27641       -5.27642        7.56449e-06
       49.265       -5.21433       -5.21434        7.47627e-06
       49.27       -5.15219       -5.15219        7.38797e-06
       49.275       -5.08998       -5.08999        7.2996e-06
       49.28       -5.02772       -5.02773        7.21116e-06
       49.285       -4.9654       -4.96541        7.12265e-06
       49.29       -4.90302       -4.90303        7.03406e-06
       49.295       -4.84058       -4.84059        6.9454e-06
       49.3       -4.77809       -4.77809        6.85668e-06
       49.305       -4.71553       -4.71554        6.76788e-06
       49.31       -4.65292       -4.65293        6.67902e-06
       49.315       -4.59026       -4.59027        6.59009e-06
       49.32       -4.52754       -4.52755        6.5011e-06
       49.325       -4.46476       -4.46477        6.41204e-06
       49.33       -4.40194       -4.40194        6.32292e-06
       49.335       -4.33906       -4.33906        6.23373e-06
       49.34       -4.27612       -4.27613        6.14448e-06
       49.345       -4.21314       -4.21314        6.05517e-06
       49.35       -4.1501       -4.1501        5.9658e-06
       49.355       -4.08701       -4.08702        5.87637e-06
       49.36       -4.02387       -4.02388        5.78688e-06
       49.365       -3.96069       -3.96069        5.69733e-06
       49.37       -3.89745       -3.89746        5.60773e-06
       49.375       -3.83417       -3.83417        5.51807e-06
       49.38       -3.77084       -3.77084        5.42835e-06
       49.385       -3.70746       -3.70746        5.33858e-06
       49.39       -3.64403       -3.64404        5.24876e-06
       49.395       -3.58056       -3.58057        5.15888e-06
       49.4       -3.51705       -3.51705        5.06895e-06
       49.405       -3.45349       -3.45349        4.97898e-06
       49.41       -3.38989       -3.38989        4.88895e-06
       49.415       -3.32624       -3.32624        4.79887e-06
       49.42       -3.26255       -3.26256        4.70875e-06
       49.425       -3.19882       -3.19883        4.61858e-06
       49.43       -3.13505       -3.13505        4.52836e-06
       49.435       -3.07124       -3.07124        4.4381e-06
       49.44       -3.00739       -3.00739        4.34779e-06
       49.445       -2.9435       -2.9435        4.25744e-06
       49.45       -2.87957       -2.87957        4.16704e-06
       49.455       -2.8156       -2.8156        4.07661e-06
       49.46       -2.75159       -2.7516        3.98613e-06
       49.465       -2.68755       -2.68756        3.89562e-06
       49.47       -2.62348       -2.62348        3.80506e-06
       49.475       -2.55936       -2.55937        3.71447e-06
       49.48       -2.49521       -2.49522        3.62384e-06
       49.485       -2.43103       -2.43104        3.53318e-06
       49.49       -2.36682       -2.36682        3.44247e-06
       49.495       -2.30257       -2.30257        3.35174e-06
       49.5       -2.23829       -2.23829        3.26097e-06
       49.505       -2.17398       -2.17398        3.17017e-06
       49.51       -2.10964       -2.10964        3.07933e-06
       49.515       -2.04526       -2.04527        2.98847e-06
       49.52       -1.98086       -1.98086        2.89757e-06
       49.525       -1.91643       -1.91643        2.80665e-06
       49.53       -1.85197       -1.85197        2.7157e-06
       49.535       -1.78748       -1.78749        2.62472e-06
       49.54       -1.72297       -1.72297        2.53372e-06
       49.545       -1.65843       -1.65843        2.44269e-06
       49.55       -1.59386       -1.59386        2.35163e-06
       49.555       -1.52927       -1.52927        2.26056e-06
       49.56       -1.46466       -1.46466        2.16946e-06
       49.565       -1.40002       -1.40002        2.07833e-06
       49.57       -1.33535       -1.33536        1.98719e-06
       49.575       -1.27067       -1.27067        1.89603e-06
       49.58       -1.20596       -1.20596        1.80485e-06
       49.585       -1.14123       -1.14123        1.71365e-06
       49.59       -1.07648       -1.07649        1.62243e-06
       49.595       -1.01171       -1.01172        1.5312e-06
       49.6       -0.946927       -0.946928        1.43995e-06
       49.605       -0.88212       -0.882122        1.34868e-06
       49.61       -0.817296       -0.817297        1.25741e-06
       49.615       -0.752454       -0.752455        1.16612e-06
       49.62       -0.687595       -0.687596        1.07482e-06
       49.625       -0.622721       -0.622722        9.83508e-07
       49.63       -0.557831       -0.557832        8.92186e-07
       49.635       -0.492926       -0.492927        8.00856e-07
       49.64       -0.428007       -0.428008        7.09518e-07
       49.645       -0.363075       -0.363076        6.18173e-07
       49.65       -0.29813       -0.298131        5.26822e-07
       49.655       -0.233173       -0.233173        4.35465e-07
       49.66       -0.168204       -0.168205        3.44105e-07
       49.665       -0.103225       -0.103225        2.5274e-07
       49.67       -0.0382355       -0.0382357        1.61373e-07
       49.675       0.0267636       0.0267635        7.00049e-08
       49.68       0.0917715       0.0917715        2.13642e-08
       49.685       0.156788       0.156788        1.12733e-07
       49.69       0.221811       0.221812        2.04101e-07
       49.695       0.286842       0.286842        2.95467e-07
       49.7       0.351879       0.351879        3.8683e-07
       49.705       0.416922       0.416922        4.78189e-07
       49.71       0.481969       0.48197        5.69543e-07
       49.715       0.547021       0.547022        6.60891e-07
       49.72       0.612077       0.612077        7.52233e-07
       49.725       0.677135       0.677136        8.43567e-07
       49.73       0.742196       0.742197        9.34893e-07
       49.735       0.807259       0.80726        1.02621e-06
       49.74       0.872322       0.872324        1.11752e-06
       49.745       0.937387       0.937388        1.20881e-06
       49.75       1.00245       1.00245        1.30009e-06
       49.755       1.06751       1.06751        1.39136e-06
       49.76       1.13258       1.13258        1.48262e-06
       49.765       1.19763       1.19764        1.57386e-06
       49.77       1.26269       1.26269        1.66509e-06
       49.775       1.32774       1.32775        1.7563e-06
       49.78       1.39279       1.39279        1.84749e-06
       49.785       1.45784       1.45784        1.93866e-06
       49.79       1.52288       1.52288        2.02981e-06
       49.795       1.58791       1.58791        2.12095e-06
       49.8       1.65293       1.65294        2.21206e-06
       49.805       1.71795       1.71795        2.30315e-06
       49.81       1.78296       1.78296        2.39422e-06
       49.815       1.84796       1.84797        2.48526e-06
       49.82       1.91296       1.91296        2.57628e-06
       49.825       1.97794       1.97794        2.66727e-06
       49.83       2.04291       2.04291        2.75823e-06
       49.835       2.10787       2.10787        2.84917e-06
       49.84       2.17282       2.17282        2.94008e-06
       49.845       2.23776       2.23776        3.03096e-06
       49.85       2.30268       2.30268        3.12181e-06
       49.855       2.36759       2.36759        3.21263e-06
       49.86       2.43248       2.43248        3.30342e-06
       49.865       2.49736       2.49736        3.39417e-06
       49.87       2.56222       2.56223        3.48489e-06
       49.875       2.62707       2.62707        3.57557e-06
       49.88       2.6919       2.6919        3.66622e-06
       49.885       2.75671       2.75672        3.75684e-06
       49.89       2.82151       2.82151        3.84741e-06
       49.895       2.88628       2.88628        3.93795e-06
       49.9       2.95103       2.95104        4.02844e-06
       49.905       3.01577       3.01577        4.1189e-06
       49.91       3.08048       3.08049        4.20932e-06
       49.915       3.14517       3.14518        4.29969e-06
       49.92       3.20984       3.20985        4.39002e-06
       49.925       3.27449       3.27449        4.48031e-06
       49.93       3.33911       3.33912        4.57055e-06
       49.935       3.40371       3.40372        4.66074e-06
       49.94       3.46828       3.46829        4.75089e-06
       49.945       3.53283       3.53284        4.841e-06
       49.95       3.59735       3.59736        4.93105e-06
       49.955       3.66185       3.66185        5.02105e-06
       49.96       3.72632       3.72632        5.11101e-06
       49.965       3.79076       3.79076        5.20091e-06
       49.97       3.85517       3.85517        5.29076e-06
       49.975       3.91955       3.91955        5.38056e-06
       49.98       3.9839       3.98391        5.4703e-06
       49.985       4.04822       4.04823        5.55999e-06
       49.99       4.11251       4.11252        5.64963e-06
       49.995       4.17677       4.17677        5.7392e-06
       50       4.24099       4.241        5.82872e-06
       50.005       4.30518       4.30519        5.91818e-06
