#      t_n         x_n         xteo        err    
       18.785       -11.3071       -11.3071        1.83282e-05
       18.79       -11.2643       -11.2643        1.82574e-05
       18.795       -11.2215       -11.2215        1.81865e-05
       18.8       -11.1785       -11.1785        1.81154e-05
       18.805       -11.1354       -11.1354        1.80441e-05
       18.81       -11.0922       -11.0922        1.79726e-05
       18.815       -11.0488       -11.0488        1.7901e-05
       18.82       -11.0054       -11.0054        1.78291e-05
       18.825       -10.9618       -10.9618        1.77571e-05
       18.83       -10.9181       -10.9181        1.76849e-05
       18.835       -10.8743       -10.8743        1.76126e-05
       18.84       -10.8304       -10.8304        1.754e-05
       18.845       -10.7863       -10.7863        1.74673e-05
       18.85       -10.7421       -10.7422        1.73944e-05
       18.855       -10.6979       -10.6979        1.73214e-05
       18.86       -10.6535       -10.6535        1.72481e-05
       18.865       -10.6089       -10.609        1.71747e-05
       18.87       -10.5643       -10.5643        1.71011e-05
       18.875       -10.5196       -10.5196        1.70274e-05
       18.88       -10.4747       -10.4747        1.69535e-05
       18.885       -10.4297       -10.4297        1.68794e-05
       18.89       -10.3846       -10.3847        1.68051e-05
       18.895       -10.3394       -10.3395        1.67307e-05
       18.9       -10.2941       -10.2941        1.66561e-05
       18.905       -10.2487       -10.2487        1.65813e-05
       18.91       -10.2032       -10.2032        1.65064e-05
       18.915       -10.1575       -10.1575        1.64313e-05
       18.92       -10.1118       -10.1118        1.6356e-05
       18.925       -10.0659       -10.0659        1.62806e-05
       18.93       -10.0199       -10.0199        1.6205e-05
       18.935       -9.97383       -9.97384        1.61293e-05
       18.94       -9.92763       -9.92765        1.60534e-05
       18.945       -9.88133       -9.88134        1.59773e-05
       18.95       -9.83491       -9.83493        1.59011e-05
       18.955       -9.78839       -9.78841        1.58247e-05
       18.96       -9.74177       -9.74178        1.57481e-05
       18.965       -9.69503       -9.69505        1.56714e-05
       18.97       -9.64819       -9.64821        1.55946e-05
       18.975       -9.60125       -9.60126        1.55175e-05
       18.98       -9.5542       -9.55421        1.54404e-05
       18.985       -9.50704       -9.50706        1.5363e-05
       18.99       -9.45978       -9.4598        1.52856e-05
       18.995       -9.41242       -9.41243        1.52079e-05
       19       -9.36495       -9.36497        1.51302e-05
       19.005       -9.31738       -9.3174        1.50522e-05
       19.01       -9.26971       -9.26972        1.49741e-05
       19.015       -9.22194       -9.22195        1.48959e-05
       19.02       -9.17406       -9.17408        1.48175e-05
       19.025       -9.12608       -9.1261        1.4739e-05
       19.03       -9.07801       -9.07802        1.46603e-05
       19.035       -9.02983       -9.02985        1.45815e-05
       19.04       -8.98156       -8.98157        1.45025e-05
       19.045       -8.93318       -8.9332        1.44234e-05
       19.05       -8.88471       -8.88472        1.43441e-05
       19.055       -8.83614       -8.83615        1.42647e-05
       19.06       -8.78747       -8.78748        1.41852e-05
       19.065       -8.7387       -8.73872        1.41055e-05
       19.07       -8.68984       -8.68986        1.40256e-05
       19.075       -8.64088       -8.6409        1.39457e-05
       19.08       -8.59183       -8.59184        1.38656e-05
       19.085       -8.54268       -8.54269        1.37853e-05
       19.09       -8.49344       -8.49345        1.37049e-05
       19.095       -8.4441       -8.44411        1.36244e-05
       19.1       -8.39467       -8.39468        1.35437e-05
       19.105       -8.34514       -8.34516        1.3463e-05
       19.11       -8.29553       -8.29554        1.3382e-05
       19.115       -8.24582       -8.24583        1.3301e-05
       19.12       -8.19602       -8.19603        1.32198e-05
       19.125       -8.14613       -8.14614        1.31384e-05
       19.13       -8.09615       -8.09616        1.3057e-05
       19.135       -8.04607       -8.04609        1.29754e-05
       19.14       -7.99591       -7.99592        1.28937e-05
       19.145       -7.94566       -7.94567        1.28118e-05
       19.15       -7.89532       -7.89533        1.27298e-05
       19.155       -7.84489       -7.84491        1.26477e-05
       19.16       -7.79438       -7.79439        1.25655e-05
       19.165       -7.74378       -7.74379        1.24831e-05
       19.17       -7.69309       -7.6931        1.24007e-05
       19.175       -7.64231       -7.64232        1.23181e-05
       19.18       -7.59145       -7.59146        1.22353e-05
       19.185       -7.54051       -7.54052        1.21525e-05
       19.19       -7.48948       -7.48949        1.20695e-05
       19.195       -7.43836       -7.43837        1.19864e-05
       19.2       -7.38716       -7.38718        1.19032e-05
       19.205       -7.33588       -7.3359        1.18199e-05
       19.21       -7.28452       -7.28453        1.17364e-05
       19.215       -7.23308       -7.23309        1.16529e-05
       19.22       -7.18155       -7.18156        1.15692e-05
       19.225       -7.12994       -7.12995        1.14854e-05
       19.23       -7.07825       -7.07826        1.14015e-05
       19.235       -7.02649       -7.0265        1.13174e-05
       19.24       -6.97464       -6.97465        1.12333e-05
       19.245       -6.92271       -6.92272        1.1149e-05
       19.25       -6.87071       -6.87072        1.10647e-05
       19.255       -6.81862       -6.81864        1.09802e-05
       19.26       -6.76646       -6.76648        1.08956e-05
       19.265       -6.71423       -6.71424        1.08109e-05
       19.27       -6.66192       -6.66193        1.07261e-05
       19.275       -6.60953       -6.60954        1.06412e-05
       19.28       -6.55706       -6.55707        1.05562e-05
       19.285       -6.50452       -6.50453        1.04711e-05
       19.29       -6.45191       -6.45192        1.03858e-05
       19.295       -6.39922       -6.39924        1.03005e-05
       19.3       -6.34647       -6.34648        1.02151e-05
       19.305       -6.29363       -6.29364        1.01295e-05
       19.31       -6.24073       -6.24074        1.00439e-05
       19.315       -6.18775       -6.18776        9.95816e-06
       19.32       -6.13471       -6.13472        9.87232e-06
       19.325       -6.08159       -6.0816        9.78638e-06
       19.33       -6.0284       -6.02841        9.70035e-06
       19.335       -5.97514       -5.97515        9.61422e-06
       19.34       -5.92182       -5.92183        9.52799e-06
       19.345       -5.86843       -5.86843        9.44167e-06
       19.35       -5.81496       -5.81497        9.35526e-06
       19.355       -5.76143       -5.76144        9.26875e-06
       19.36       -5.70784       -5.70785        9.18214e-06
       19.365       -5.65418       -5.65419        9.09545e-06
       19.37       -5.60045       -5.60046        9.00867e-06
       19.375       -5.54666       -5.54666        8.92179e-06
       19.38       -5.4928       -5.49281        8.83483e-06
       19.385       -5.43888       -5.43889        8.74777e-06
       19.39       -5.38489       -5.3849        8.66063e-06
       19.395       -5.33084       -5.33085        8.57341e-06
       19.4       -5.27673       -5.27674        8.4861e-06
       19.405       -5.22256       -5.22257        8.3987e-06
       19.41       -5.16833       -5.16833        8.31122e-06
       19.415       -5.11403       -5.11404        8.22365e-06
       19.42       -5.05968       -5.05969        8.13601e-06
       19.425       -5.00526       -5.00527        8.04828e-06
       19.43       -4.95079       -4.9508        7.96047e-06
       19.435       -4.89626       -4.89626        7.87258e-06
       19.44       -4.84167       -4.84167        7.78462e-06
       19.445       -4.78702       -4.78702        7.69657e-06
       19.45       -4.73231       -4.73232        7.60845e-06
       19.455       -4.67755       -4.67756        7.52025e-06
       19.46       -4.62273       -4.62274        7.43198e-06
       19.465       -4.56786       -4.56787        7.34363e-06
       19.47       -4.51293       -4.51294        7.25521e-06
       19.475       -4.45795       -4.45796        7.16672e-06
       19.48       -4.40291       -4.40292        7.07816e-06
       19.485       -4.34783       -4.34783        6.98952e-06
       19.49       -4.29268       -4.29269        6.90082e-06
       19.495       -4.23749       -4.2375        6.81204e-06
       19.5       -4.18224       -4.18225        6.7232e-06
       19.505       -4.12695       -4.12696        6.63429e-06
       19.51       -4.0716       -4.07161        6.54531e-06
       19.515       -4.01621       -4.01621        6.45627e-06
       19.52       -3.96076       -3.96077        6.36717e-06
       19.525       -3.90527       -3.90527        6.278e-06
